HostTaxID,Host,HostGenus,HostFamily,HostOrder,HostClass,HostNCBIResolved
120843,melanotaenia duboulayi,melanotaenia,melanotaeniidae,atheriniformes,actinopteri,TRUE
120844,melanotaenia fluviatilis,melanotaenia,melanotaeniidae,atheriniformes,actinopteri,TRUE
9103,meleagris gallopavo,meleagris,phasianidae,galliformes,aves,TRUE
109972,meleagris gallopavo,meleagris,phasianidae,galliformes,aves,TRUE
109973,meleagris gallopavo,meleagris,phasianidae,galliformes,aves,TRUE
109974,meleagris gallopavo,meleagris,phasianidae,galliformes,aves,TRUE
191034,meles anakuma,meles,mustelidae,carnivora,mammalia,TRUE
702266,meles leucurus,meles,mustelidae,carnivora,mammalia,TRUE
9662,meles meles,meles,mustelidae,carnivora,mammalia,TRUE
9664,mellivora capensis,mellivora,mustelidae,carnivora,mammalia,TRUE
204267,melogale moschata,melogale,mustelidae,carnivora,mammalia,TRUE
36796,melomys burtoni,melomys,muridae,rodentia,mammalia,TRUE
1078246,melomys leucogaster,melomys,muridae,rodentia,mammalia,TRUE
13146,melopsittacus undulatus,melopsittacus,psittaculidae,psittaciformes,aves,TRUE
44398,melospiza georgiana,melospiza,passerellidae,passeriformes,aves,TRUE
44397,melospiza melodia,melospiza,passerellidae,passeriformes,aves,TRUE
40204,melozone crissalis,melozone,passerellidae,passeriformes,aves,TRUE
9636,melursus ursinus,melursus,ursidae,carnivora,mammalia,TRUE
52808,menetes berdmorei,menetes,sciuridae,rodentia,mammalia,TRUE
238744,menidia menidia,menidia,atherinopsidae,atheriniformes,actinopteri,TRUE
47692,menura novaehollandiae,menura,menuridae,passeriformes,aves,TRUE
30547,mephitis macroura,mephitis,mephitidae,carnivora,mammalia,TRUE
30548,mephitis mephitis,mephitis,mephitidae,carnivora,mammalia,TRUE
107026,mergellus albellus,mergellus,anatidae,anseriformes,aves,TRUE
8880,mergus merganser,mergus,anatidae,anseriformes,aves,TRUE
670348,mergus squamatus,mergus,anatidae,anseriformes,aves,TRUE
298887,meriones crassus,meriones,muridae,rodentia,mammalia,TRUE
504100,meriones libycus,meriones,muridae,rodentia,mammalia,TRUE
298886,meriones libycus,meriones,muridae,rodentia,mammalia,TRUE
261754,meriones meridianus,meriones,muridae,rodentia,mammalia,TRUE
37435,meriones shawi,meriones,muridae,rodentia,mammalia,TRUE
504099,meriones tamariscinus,meriones,muridae,rodentia,mammalia,TRUE
10047,meriones unguiculatus,meriones,muridae,rodentia,mammalia,TRUE
8058,merlangius merlangus,merlangius,gadidae,gadiformes,actinopteri,TRUE
8063,merluccius merluccius,merluccius,merlucciidae,gadiformes,actinopteri,TRUE
89952,merluccius productus,merluccius,merlucciidae,gadiformes,actinopteri,TRUE
265611,merops apiaster,merops,meropidae,coraciiformes,aves,TRUE
361449,merops ornatus,merops,meropidae,coraciiformes,aves,TRUE
10036,mesocricetus auratus,mesocricetus,cricetidae,rodentia,mammalia,TRUE
30627,mesomys hispidus,mesomys,echimyidae,rodentia,mammalia,TRUE
148094,mesophylla macconnelli,mesophylla,phyllostomidae,chiroptera,mammalia,TRUE
48745,mesoplodon bidens,mesoplodon,ziphiidae,artiodactyla,mammalia,TRUE
48708,mesoplodon densirostris,mesoplodon,ziphiidae,artiodactyla,mammalia,TRUE
27616,mesoplodon europaeus,mesoplodon,ziphiidae,artiodactyla,mammalia,TRUE
52114,mesoplodon stejnegeri,mesoplodon,ziphiidae,artiodactyla,mammalia,TRUE
42725,metachirus nudicaudatus,metachirus,didelphidae,didelphimorphia,mammalia,TRUE
2609496,meuschenia flavolineata,meuschenia,monacanthidae,tetraodontiformes,actinopteri,TRUE
472707,micaelamys namaquensis,micaelamys,muridae,rodentia,mammalia,TRUE
9482,mico argentatus,mico,cebidae,primates,mammalia,TRUE
52232,mico humeralifer,mico,cebidae,primates,mammalia,TRUE
2592806,mico leucippe,mico,cebidae,primates,mammalia,TRUE
1090896,mico melanurus,mico,cebidae,primates,mammalia,TRUE
163146,microcanthus strigatus,microcanthus,kyphosidae,centrarchiformes,actinopteri,TRUE
1523041,microcarbo coronatus,microcarbo,phalacrocoracidae,suliformes,aves,TRUE
146618,microcarbo melanoleucos,microcarbo,phalacrocoracidae,suliformes,aves,TRUE
1517963,microcarbo niger,microcarbo,phalacrocoracidae,suliformes,aves,TRUE
30608,microcebus murinus,microcebus,cheirogaleidae,primates,mammalia,TRUE
461219,microeca fascinans,microeca,petroicidae,passeriformes,aves,TRUE
80721,microgadus proximus,microgadus,gadidae,gadiformes,actinopteri,TRUE
319816,microgale brevicaudata,microgale,tenrecidae,,mammalia,TRUE
329863,microgale cowani,microgale,tenrecidae,,mammalia,TRUE
1497433,microgale gymnorhyncha,microgale,tenrecidae,,mammalia,TRUE
364245,microgale jobihely,microgale,tenrecidae,,mammalia,TRUE
229052,microgale longicaudata,microgale,tenrecidae,,mammalia,TRUE
469768,microgale majori,microgale,tenrecidae,,mammalia,TRUE
229053,microgale principula,microgale,tenrecidae,,mammalia,TRUE
364246,microgale taiva,microgale,tenrecidae,,mammalia,TRUE
387934,microhyla fissipes,microhyla,microhylidae,anura,amphibia,TRUE
143527,microhyla pulchra,microhyla,microhylidae,anura,amphibia,TRUE
81636,micromesistius poutassou,micromesistius,gadidae,gadiformes,actinopteri,TRUE
13151,micromys minutus,micromys,muridae,rodentia,mammalia,TRUE
148066,micronycteris megalotis,micronycteris,phyllostomidae,chiroptera,mammalia,TRUE
278729,micropogonias furnieri,micropogonias,sciaenidae,,actinopteri,TRUE
29154,micropogonias undulatus,micropogonias,sciaenidae,,actinopteri,TRUE
147949,micropterus dolomieu,micropterus,centrarchidae,centrarchiformes,actinopteri,TRUE
225393,micropterus notius,micropterus,centrarchidae,centrarchiformes,actinopteri,TRUE
225060,micropterus punctulatus,micropterus,centrarchidae,centrarchiformes,actinopteri,TRUE
27706,micropterus salmoides,micropterus,centrarchidae,centrarchiformes,actinopteri,TRUE
106175,microstomus kitt,microstomus,pleuronectidae,pleuronectiformes,actinopteri,TRUE
89058,microstomus pacificus,microstomus,pleuronectidae,pleuronectiformes,actinopteri,TRUE
29092,microtus agrestis,microtus,cricetidae,rodentia,mammalia,TRUE
47230,microtus arvalis,microtus,cricetidae,rodentia,mammalia,TRUE
100895,microtus californicus,microtus,cricetidae,rodentia,mammalia,TRUE
269652,microtus dogramacii,microtus,cricetidae,rodentia,mammalia,TRUE
184257,microtus duodecimcostatus,microtus,cricetidae,rodentia,mammalia,TRUE
269655,microtus guentheri,microtus,cricetidae,rodentia,mammalia,TRUE
1665529,microtus ilaeus,microtus,cricetidae,rodentia,mammalia,TRUE
670076,microtus irani,microtus,cricetidae,rodentia,mammalia,TRUE
30630,microtus levis,microtus,cricetidae,rodentia,mammalia,TRUE
269657,microtus majori,microtus,cricetidae,rodentia,mammalia,TRUE
88450,microtus montanus,microtus,cricetidae,rodentia,mammalia,TRUE
523745,microtus obscurus,microtus,cricetidae,rodentia,mammalia,TRUE
79684,microtus ochrogaster,microtus,cricetidae,rodentia,mammalia,TRUE
10058,microtus pennsylvanicus,microtus,cricetidae,rodentia,mammalia,TRUE
537919,microtus rossiaemeridionalis,microtus,cricetidae,rodentia,mammalia,TRUE
269658,microtus socialis,microtus,cricetidae,rodentia,mammalia,TRUE
137712,microtus subterraneus,microtus,cricetidae,rodentia,mammalia,TRUE
284740,mikrogeophagus ramirezi,mikrogeophagus,cichlidae,cichliformes,actinopteri,TRUE
121583,millardia meltada,millardia,muridae,rodentia,mammalia,TRUE
357707,milvago chimango,milvago,falconidae,falconiformes,aves,TRUE
52810,milvus migrans,milvus,accipitridae,accipitriformes,aves,TRUE
43518,milvus milvus,milvus,accipitridae,accipitriformes,aves,TRUE
245849,mimus parvulus,mimus,mimidae,passeriformes,aves,TRUE
60713,mimus polyglottos,mimus,mimidae,passeriformes,aves,TRUE
441364,miniopterus africanus,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
117605,miniopterus australis,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
258933,miniopterus fraterculus,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
187007,miniopterus fuliginosus,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
187008,miniopterus fuscus,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
409372,miniopterus gleni,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
568717,miniopterus griveaudi,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
221087,miniopterus inflatus,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
438766,miniopterus magnater,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
647620,miniopterus mahafaliensis,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
291301,miniopterus manavi,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
221086,miniopterus minor,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
1434095,miniopterus mossambicus,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
291302,miniopterus natalensis,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
117603,miniopterus orianae,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
258934,miniopterus pusillus,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
9433,miniopterus schreibersii,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
947061,miniopterus sororculus,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
3075049,miniopterus sp.,miniopterus,miniopteridae,chiroptera,mammalia,TRUE
626227,minous monodactylus,minous,synanceiidae,perciformes,actinopteri,TRUE
100488,miopithecus ogouensis,miopithecus,cercopithecidae,primates,mammalia,TRUE
36231,miopithecus talapoin,miopithecus,cercopithecidae,primates,mammalia,TRUE
9716,mirounga angustirostris,mirounga,phocidae,carnivora,mammalia,TRUE
9715,mirounga leonina,mirounga,phocidae,carnivora,mammalia,TRUE
75329,misgurnus anguillicaudatus,misgurnus,cobitidae,cypriniformes,actinopteri,TRUE
405651,misgurnus mohoity,misgurnus,cobitidae,cypriniformes,actinopteri,TRUE
182936,mniotilta varia,mniotilta,parulidae,passeriformes,aves,TRUE
409036,molossops neglectus,molossops,molossidae,chiroptera,mammalia,TRUE
1001576,molossops temminckii,molossops,molossidae,chiroptera,mammalia,TRUE
999942,molossus coibensis,molossus,molossidae,chiroptera,mammalia,TRUE
1269259,molossus currentium,molossus,molossidae,chiroptera,mammalia,TRUE
27622,molossus molossus,molossus,molossidae,chiroptera,mammalia,TRUE
2997257,molossus nigricans,molossus,molossidae,chiroptera,mammalia,TRUE
1982945,molossus pretiosus,molossus,molossidae,chiroptera,mammalia,TRUE
124751,molossus rufus,molossus,molossidae,chiroptera,mammalia,TRUE
58076,molossus sinaloae,molossus,molossidae,chiroptera,mammalia,TRUE
3041509,molossus sp.,molossus,molossidae,chiroptera,mammalia,TRUE
84834,molothrus ater,molothrus,icteridae,passeriformes,aves,TRUE
84836,molothrus bonariensis,molothrus,icteridae,passeriformes,aves,TRUE
248254,monachus monachus,monachus,phocidae,carnivora,mammalia,TRUE
882749,monasa nigrifrons,monasa,bucconidae,piciformes,aves,TRUE
181435,monocentris japonica,monocentris,monocentridae,trachichthyiformes,actinopteri,TRUE
302772,monocirrhus polyacanthus,monocirrhus,polycentridae,,actinopteri,TRUE
13616,monodelphis domestica,monodelphis,didelphidae,didelphimorphia,mammalia,TRUE
587434,monodelphis iheringi,monodelphis,didelphidae,didelphimorphia,mammalia,TRUE
40151,monodon monoceros,monodon,monodontidae,artiodactyla,mammalia,TRUE
43700,monopterus albus,monopterus,synbranchidae,synbranchiformes,actinopteri,TRUE
2557930,montifringilla henrici,montifringilla,passeridae,passeriformes,aves,TRUE
258863,mops condylurus,mops,molossidae,chiroptera,mammalia,TRUE
3370282,mops leucogaster,mops,molossidae,chiroptera,mammalia,TRUE
452596,mops leucostigma,mops,molossidae,chiroptera,mammalia,TRUE
452595,mops midas,mops,molossidae,chiroptera,mammalia,TRUE
3370289,mops plicatus,mops,molossidae,chiroptera,mammalia,TRUE
242384,mops pumilus,mops,molossidae,chiroptera,mammalia,TRUE
3075048,mops sp.,mops,molossidae,chiroptera,mammalia,TRUE
461327,morelia bredli,morelia,pythonidae,squamata,lepidosauria,TRUE
461328,morelia carinata,morelia,pythonidae,squamata,lepidosauria,TRUE
1716564,morelia spilota,morelia,pythonidae,squamata,lepidosauria,TRUE
51896,morelia spilota,morelia,pythonidae,squamata,lepidosauria,TRUE
2137755,morelia spilota,morelia,pythonidae,squamata,lepidosauria,TRUE
129333,morelia viridis,morelia,pythonidae,squamata,lepidosauria,TRUE
59460,mormoops megalophylla,mormoops,mormoopidae,chiroptera,mammalia,TRUE
525717,mormopterus acetabulosus,mormopterus,molossidae,chiroptera,mammalia,TRUE
524134,mormopterus francoismoutoui,mormopterus,molossidae,chiroptera,mammalia,TRUE
999964,mormopterus jugularis,mormopterus,molossidae,chiroptera,mammalia,TRUE
46260,morone americana,morone,moronidae,,actinopteri,TRUE
46259,morone chrysops,morone,moronidae,,actinopteri,TRUE
34816,morone saxatilis,morone,moronidae,,actinopteri,TRUE
37578,morus bassanus,morus,sulidae,suliformes,aves,TRUE
57658,morus serrator,morus,sulidae,suliformes,aves,TRUE
68408,moschus berezovskii,moschus,moschidae,artiodactyla,mammalia,TRUE
68412,moschus chrysogaster,moschus,moschidae,artiodactyla,mammalia,TRUE
45807,motacilla alba,motacilla,motacillidae,passeriformes,aves,TRUE
56325,motacilla cinerea,motacilla,motacillidae,passeriformes,aves,TRUE
180448,motacilla flava,motacilla,motacillidae,passeriformes,aves,TRUE
154817,moxostoma anisurum,moxostoma,catostomidae,cypriniformes,actinopteri,TRUE
196770,moxostoma macrolepidotum,moxostoma,catostomidae,cypriniformes,actinopteri,TRUE
48193,mugil cephalus,mugil,mugilidae,mugiliformes,actinopteri,TRUE
88200,mugilogobius abei,mugilogobius,gobiidae,gobiiformes,actinopteri,TRUE
430080,mullus barbatus,mullus,mullidae,syngnathiformes,actinopteri,TRUE
37007,mullus barbatus,mullus,mullidae,syngnathiformes,actinopteri,TRUE
94224,mullus sp.,mullus,mullidae,syngnathiformes,actinopteri,TRUE
87757,mullus surmuletus,mullus,mullidae,syngnathiformes,actinopteri,TRUE
210652,mungos mungo,mungos,herpestidae,carnivora,mammalia,TRUE
9888,muntiacus muntjak,muntiacus,cervidae,artiodactyla,mammalia,TRUE
9886,muntiacus reevesi,muntiacus,cervidae,artiodactyla,mammalia,TRUE
7946,muraenesox cinereus,muraenesox,muraenesocidae,anguilliformes,actinopteri,TRUE
685730,murina aenea,murina,vespertilionidae,chiroptera,mammalia,TRUE
177185,murina cyclotis,murina,vespertilionidae,chiroptera,mammalia,TRUE
1453894,murina feae,murina,vespertilionidae,chiroptera,mammalia,TRUE
685731,murina hilgendorfi,murina,vespertilionidae,chiroptera,mammalia,TRUE
187017,murina leucogaster,murina,vespertilionidae,chiroptera,mammalia,TRUE
187021,murina ussuriensis,murina,vespertilionidae,chiroptera,mammalia,TRUE
544437,mus baoulei,mus,muridae,rodentia,mammalia,TRUE
27681,mus booduga,mus,muridae,rodentia,mammalia,TRUE
397332,mus bufo,mus,muridae,rodentia,mammalia,TRUE
10089,mus caroli,mus,muridae,rodentia,mammalia,TRUE
10097,mus cervicolor,mus,muridae,rodentia,mammalia,TRUE
10098,mus cookii,mus,muridae,rodentia,mammalia,TRUE
10100,mus macedonicus,mus,muridae,rodentia,mammalia,TRUE
41270,mus mattheyi,mus,muridae,rodentia,mammalia,TRUE
10105,mus minutoides,mus,muridae,rodentia,mammalia,TRUE
60742,mus musculoides,mus,muridae,rodentia,mammalia,TRUE
10090,mus musculus,mus,muridae,rodentia,mammalia,TRUE
10091,mus musculus,mus,muridae,rodentia,mammalia,TRUE
10092,mus musculus,mus,muridae,rodentia,mammalia,TRUE
39442,mus musculus,mus,muridae,rodentia,mammalia,TRUE
57486,mus musculus,mus,muridae,rodentia,mammalia,TRUE
10093,mus pahari,mus,muridae,rodentia,mammalia,TRUE
10102,mus setulosus,mus,muridae,rodentia,mammalia,TRUE
10095,mus sp.,mus,muridae,rodentia,mammalia,TRUE
10103,mus spicilegus,mus,muridae,rodentia,mammalia,TRUE
10096,mus spretus,mus,muridae,rodentia,mammalia,TRUE
254704,mus terricolor,mus,muridae,rodentia,mammalia,TRUE
473865,mus triton,mus,muridae,rodentia,mammalia,TRUE
39082,muscardinus avellanarius,muscardinus,gliridae,rodentia,mammalia,TRUE
670349,muscicapa latirostris,muscicapa,muscicapidae,passeriformes,aves,TRUE
1293958,muscicapa striata,muscicapa,muscicapidae,passeriformes,aves,TRUE
119412,musophaga rossae,musophaga,musophagidae,musophagiformes,aves,TRUE
36723,mustela erminea,mustela,mustelidae,carnivora,mammalia,TRUE
77149,mustela eversmannii,mustela,mustelidae,carnivora,mammalia,TRUE
272460,mustela kathiah,mustela,mustelidae,carnivora,mammalia,TRUE
9666,mustela lutreola,mustela,mustelidae,carnivora,mammalia,TRUE
77151,mustela nigripes,mustela,mustelidae,carnivora,mammalia,TRUE
36239,mustela nivalis,mustela,mustelidae,carnivora,mammalia,TRUE
9668,mustela putorius,mustela,mustelidae,carnivora,mammalia,TRUE
9669,mustela putorius,mustela,mustelidae,carnivora,mammalia,TRUE
36240,mustela sibirica,mustela,mustelidae,carnivora,mammalia,TRUE
30549,mustela sp.,mustela,mustelidae,carnivora,mammalia,TRUE
79736,mustelus manazo,mustelus,triakidae,carcharhiniformes,chondrichthyes,TRUE
52781,mycteria leucocephala,mycteria,ciconiidae,ciconiiformes,aves,TRUE
989309,mycteroperca marginata,mycteroperca,serranidae,perciformes,actinopteri,TRUE
238987,myiarchus crinitus,myiarchus,tyrannidae,passeriformes,aves,TRUE
196038,myiarchus tyrannulus,myiarchus,tyrannidae,passeriformes,aves,TRUE
190023,myiobius barbatus,myiobius,tyrannidae,passeriformes,aves,TRUE
176066,myiopsitta monachus,myiopsitta,psittacidae,psittaciformes,aves,TRUE
1118795,myiozetetes granadensis,myiozetetes,tyrannidae,passeriformes,aves,TRUE
478647,myiozetetes similis,myiozetetes,tyrannidae,passeriformes,aves,TRUE
55138,myliobatis tobijei,myliobatis,myliobatidae,myliobatiformes,chondrichthyes,TRUE
75356,mylopharyngodon piceus,mylopharyngodon,xenocyprididae,cypriniformes,actinopteri,TRUE
10157,myocastor coypus,myocastor,myocastoridae,rodentia,mammalia,TRUE
447135,myodes glareolus,myodes,cricetidae,rodentia,mammalia,TRUE
82464,myodes regulus,myodes,cricetidae,rodentia,mammalia,TRUE
2929754,myodes rufocanus,myodes,cricetidae,rodentia,mammalia,TRUE
36236,myodes rufocanus,myodes,cricetidae,rodentia,mammalia,TRUE
58071,myonycteris angolensis,myonycteris,pteropodidae,chiroptera,mammalia,TRUE
1245033,myonycteris angolensis,myonycteris,pteropodidae,chiroptera,mammalia,TRUE
77243,myonycteris torquata,myonycteris,pteropodidae,chiroptera,mammalia,TRUE
2856557,myophonus insularis,myophonus,muscicapidae,passeriformes,aves,TRUE
181542,myoprocta acouchy,myoprocta,dasyproctidae,rodentia,mammalia,TRUE
150084,myosorex geata,myosorex,soricidae,eulipotyphla,mammalia,TRUE
872998,myosorex zinki,myosorex,soricidae,eulipotyphla,mammalia,TRUE
146129,myospalax psilurus,myospalax,spalacidae,rodentia,mammalia,TRUE
59461,myotis adversus,myotis,vespertilionidae,chiroptera,mammalia,TRUE
159322,myotis albescens,myotis,vespertilionidae,chiroptera,mammalia,TRUE
155916,myotis alcathoe,myotis,vespertilionidae,chiroptera,mammalia,TRUE
415933,myotis altarium,myotis,vespertilionidae,chiroptera,mammalia,TRUE
258936,myotis austroriparius,myotis,vespertilionidae,chiroptera,mammalia,TRUE
59462,myotis bechsteinii,myotis,vespertilionidae,chiroptera,mammalia,TRUE
109482,myotis blythii,myotis,vespertilionidae,chiroptera,mammalia,TRUE
392318,myotis bombinus,myotis,vespertilionidae,chiroptera,mammalia,TRUE
109478,myotis brandtii,myotis,vespertilionidae,chiroptera,mammalia,TRUE
257882,myotis californicus,myotis,vespertilionidae,chiroptera,mammalia,TRUE
109477,myotis capaccinii,myotis,vespertilionidae,chiroptera,mammalia,TRUE
1239426,myotis cf. nigricans,myotis,vespertilionidae,chiroptera,mammalia,TRUE
384634,myotis chiloensis,myotis,vespertilionidae,chiroptera,mammalia,TRUE
225399,myotis chinensis,myotis,vespertilionidae,chiroptera,mammalia,TRUE
257884,myotis ciliolabrum,myotis,vespertilionidae,chiroptera,mammalia,TRUE
2528591,myotis crypticus,myotis,vespertilionidae,chiroptera,mammalia,TRUE
159324,myotis dasycneme,myotis,vespertilionidae,chiroptera,mammalia,TRUE
98922,myotis daubentonii,myotis,vespertilionidae,chiroptera,mammalia,TRUE
225400,myotis davidii,myotis,vespertilionidae,chiroptera,mammalia,TRUE
2940079,myotis dinellii,myotis,vespertilionidae,chiroptera,mammalia,TRUE
109480,myotis emarginatus,myotis,vespertilionidae,chiroptera,mammalia,TRUE
508772,myotis escalerai,myotis,vespertilionidae,chiroptera,mammalia,TRUE
257883,myotis evotis,myotis,vespertilionidae,chiroptera,mammalia,TRUE
452653,myotis fimbriatus,myotis,vespertilionidae,chiroptera,mammalia,TRUE
519446,myotis flavus,myotis,vespertilionidae,chiroptera,mammalia,TRUE
187012,myotis frater,myotis,vespertilionidae,chiroptera,mammalia,TRUE
384635,myotis grisescens,myotis,vespertilionidae,chiroptera,mammalia,TRUE
138977,myotis horsfieldii,myotis,vespertilionidae,chiroptera,mammalia,TRUE
155915,myotis ikonnikovi,myotis,vespertilionidae,chiroptera,mammalia,TRUE
159327,myotis keaysi,myotis,vespertilionidae,chiroptera,mammalia,TRUE
257881,myotis keenii,myotis,vespertilionidae,chiroptera,mammalia,TRUE
452654,myotis laniger,myotis,vespertilionidae,chiroptera,mammalia,TRUE
27668,myotis leibii,myotis,vespertilionidae,chiroptera,mammalia,TRUE
153285,myotis levis,myotis,vespertilionidae,chiroptera,mammalia,TRUE
587652,myotis longipes,myotis,vespertilionidae,chiroptera,mammalia,TRUE
59463,myotis lucifugus,myotis,vespertilionidae,chiroptera,mammalia,TRUE
187014,myotis macrodactylus,myotis,vespertilionidae,chiroptera,mammalia,TRUE
138979,myotis macropus,myotis,vespertilionidae,chiroptera,mammalia,TRUE
159330,myotis muricola,myotis,vespertilionidae,chiroptera,mammalia,TRUE
51298,myotis myotis,myotis,vespertilionidae,chiroptera,mammalia,TRUE
1507424,myotis myotis/blythii,myotis,vespertilionidae,chiroptera,mammalia,TRUE
109479,myotis mystacinus,myotis,vespertilionidae,chiroptera,mammalia,TRUE
109481,myotis nattereri,myotis,vespertilionidae,chiroptera,mammalia,TRUE
153286,myotis nigricans,myotis,vespertilionidae,chiroptera,mammalia,TRUE
412095,myotis oxygnathus,myotis,vespertilionidae,chiroptera,mammalia,TRUE
159332,myotis oxyotus,myotis,vespertilionidae,chiroptera,mammalia,TRUE
392004,myotis pequinius,myotis,vespertilionidae,chiroptera,mammalia,TRUE
526407,myotis petax,myotis,vespertilionidae,chiroptera,mammalia,TRUE
203696,myotis pilosus,myotis,vespertilionidae,chiroptera,mammalia,TRUE
386774,myotis punicus,myotis,vespertilionidae,chiroptera,mammalia,TRUE
124752,myotis riparius,myotis,vespertilionidae,chiroptera,mammalia,TRUE
1633875,myotis rufoniger,myotis,vespertilionidae,chiroptera,mammalia,TRUE
258941,myotis septentrionalis,myotis,vespertilionidae,chiroptera,mammalia,TRUE
3380546,myotis sibiricus,myotis,vespertilionidae,chiroptera,mammalia,TRUE
258940,myotis siligorensis,myotis,vespertilionidae,chiroptera,mammalia,TRUE
1911917,myotis sp.,myotis,vespertilionidae,chiroptera,mammalia,TRUE
153287,myotis thysanodes,myotis,vespertilionidae,chiroptera,mammalia,TRUE
9435,myotis velifer,myotis,vespertilionidae,chiroptera,mammalia,TRUE
159335,myotis volans,myotis,vespertilionidae,chiroptera,mammalia,TRUE
160974,myotis welwitschii,myotis,vespertilionidae,chiroptera,mammalia,TRUE
159337,myotis yumanensis,myotis,vespertilionidae,chiroptera,mammalia,TRUE
68557,myoxocephalus octodecemspinosus,myoxocephalus,cottidae,perciformes,actinopteri,TRUE
71006,myrmecophaga tridactyla,myrmecophaga,myrmecophagidae,pilosa,mammalia,TRUE
468493,myrmoderus ferrugineus,myrmoderus,thamnophilidae,passeriformes,aves,TRUE
88188,myrmotherula longipennis,myrmotherula,thamnophilidae,passeriformes,aves,TRUE
192589,myrrophis chinensis,myrrophis,homalopsidae,squamata,lepidosauria,TRUE
94961,mystacina tuberculata,mystacina,mystacinidae,chiroptera,mammalia,TRUE
568893,mystus gulio,mystus,bagridae,siluriformes,actinopteri,TRUE
1041117,myuchelys georgesi,myuchelys,chelidae,testudines,,TRUE
7769,myxine glutinosa,myxine,myxinidae,myxiniformes,myxini,TRUE
34871,naemorhedus goral,naemorhedus,bovidae,artiodactyla,mammalia,TRUE
8656,naja atra,naja,elapidae,squamata,lepidosauria,TRUE
35670,naja naja,naja,elapidae,squamata,lepidosauria,TRUE
84476,naja siamensis,naja,elapidae,squamata,lepidosauria,TRUE
71115,nandinia binotata,nandinia,nandiniidae,carnivora,mammalia,TRUE
27591,nanger granti,nanger,bovidae,artiodactyla,mammalia,TRUE
1026970,nannospalax galili,nannospalax,spalacidae,rodentia,mammalia,TRUE
498220,nanonycteris veldkampii,nanonycteris,pteropodidae,chiroptera,mammalia,TRUE
125878,nanorana parkeri,nanorana,dicroglossidae,anura,amphibia,TRUE
101671,napaeozapus insignis,napaeozapus,dipodidae,rodentia,mammalia,TRUE
43780,nasalis larvatus,nasalis,cercopithecidae,primates,mammalia,TRUE
352831,nasua narica,nasua,procyonidae,carnivora,mammalia,TRUE
9651,nasua nasua,nasua,procyonidae,carnivora,mammalia,TRUE
155040,natalus stramineus,natalus,natalidae,chiroptera,mammalia,TRUE
59487,natalus tumidirostris,natalus,natalidae,chiroptera,mammalia,TRUE
8585,natrix maura,natrix,colubridae,squamata,lepidosauria,TRUE
100823,natrix natrix,natrix,colubridae,squamata,lepidosauria,TRUE
461403,neacomys guianae,neacomys,cricetidae,rodentia,mammalia,TRUE
48005,neacomys spinosus,neacomys,cricetidae,rodentia,mammalia,TRUE
10081,necromys amoenus,necromys,cricetidae,rodentia,mammalia,TRUE
2059112,necromys benefactus,necromys,cricetidae,rodentia,mammalia,TRUE
30635,necromys lasiurus,necromys,cricetidae,rodentia,mammalia,TRUE
399317,necromys obscurus,necromys,cricetidae,rodentia,mammalia,TRUE
2116606,necromys sp.,necromys,cricetidae,rodentia,mammalia,TRUE
30399,necrosyrtes monachus,necrosyrtes,accipitridae,accipitriformes,aves,TRUE
29117,nectomys squamipes,nectomys,cricetidae,rodentia,mammalia,TRUE
7821,negaprion brevirostris,negaprion,carcharhinidae,carcharhiniformes,chondrichthyes,TRUE
316163,nematalosa erebi,nematalosa,clupeidae,clupeiformes,actinopteri,TRUE
1426789,nemipterus randalli,nemipterus,nemipteridae,spariformes,actinopteri,TRUE
450225,nemipterus virgatus,nemipterus,nemipteridae,spariformes,actinopteri,TRUE
8882,neochen jubata,neochen,anatidae,anseriformes,aves,TRUE
247735,neochmia temporalis,neochmia,estrildidae,passeriformes,aves,TRUE
282341,neodon clarkei,neodon,cricetidae,rodentia,mammalia,TRUE
771787,neodon fuscus,neodon,cricetidae,rodentia,mammalia,TRUE
399230,neodon leucurus,neodon,cricetidae,rodentia,mammalia,TRUE
3371120,neoeptesicus brasiliensis,neoeptesicus,vespertilionidae,chiroptera,mammalia,TRUE
3371122,neoeptesicus diminutus,neoeptesicus,vespertilionidae,chiroptera,mammalia,TRUE
3371123,neoeptesicus furinalis,neoeptesicus,vespertilionidae,chiroptera,mammalia,TRUE
61452,neofelis nebulosa,neofelis,felidae,carnivora,mammalia,TRUE
