taxid,rank,name,id
1127715,genus,Nebovirus,696855
1127715,no rank,unclassified Nebovirus,1233522
1127715,species,Nebovirus Bo/MonastirB143/2009/TUN,1127715
1127716,class,Pisoniviricetes,2732506
1127716,order,Picornavirales,464095
1127716,family,Caliciviridae,11974
1127716,genus,Nebovirus,696855
1127716,no rank,unclassified Nebovirus,1233522
1127716,species,Nebovirus Bo/MonastirB28/2006/TUN,1127716
1127717,class,Pisoniviricetes,2732506
1127717,order,Picornavirales,464095
1127717,family,Caliciviridae,11974
1127717,genus,Nebovirus,696855
1127717,no rank,unclassified Nebovirus,1233522
1127717,species,Nebovirus Bo/MonastirB58/2006/TUN,1127717
1127718,class,Pisoniviricetes,2732506
1127718,order,Picornavirales,464095
1127718,family,Caliciviridae,11974
1127718,genus,Nebovirus,696855
1127718,no rank,unclassified Nebovirus,1233522
1127718,species,Nebovirus Bo/MonastirB94-1/2007/TUN,1127718
1549813,class,Pisoniviricetes,2732506
1549813,order,Picornavirales,464095
1549813,family,Caliciviridae,11974
1549813,genus,Nebovirus,696855
1549813,no rank,unclassified Nebovirus,1233522
1549813,species,Nebovirus FP-2014,1549813
1476981,class,Pisoniviricetes,2732506
1476981,order,Picornavirales,464095
1476981,family,Caliciviridae,11974
1476981,genus,Nebovirus,696855
1476981,no rank,unclassified Nebovirus,1233522
1476981,species,Nebovirus NT-2014,1476981
2170030,class,Pisoniviricetes,2732506
2170030,order,Picornavirales,464095
2170030,family,Caliciviridae,11974
2170030,genus,Nebovirus,696855
2170030,species,Newbury 1 virus,2170030
1972623,class,Monjiviricetes,2497574
1972623,order,Mononegavirales,11157
1972623,family,Rhabdoviridae,11270
1972623,genus,Hapavirus,1972611
1972623,species,Ngaingan hapavirus,1972623
121791,class,Monjiviricetes,2497574
121791,order,Mononegavirales,11157
121791,family,Paramyxoviridae,11158
121791,subfamily,Orthoparamyxovirinae,2560076
121791,genus,Henipavirus,260964
121791,species,Nipah henipavirus,121791
1955166,class,Magsaviricetes,2732464
1955166,order,Nodamuvirales,2732546
1955166,family,Nodaviridae,12283
1955166,no rank,unclassified Nodaviridae,222556
1955166,species,Nodaviridae sp.,1955166
2169701,class,Alsuviricetes,2732461
2169701,order,Martellivirales,2732544
2169701,family,Togaviridae,11018
2169701,genus,Alphavirus,11019
2169701,species,Onyong-nyong virus,2169701
2698777,class,Monjiviricetes,2497574
2698777,order,Mononegavirales,11157
2698777,family,Pneumoviridae,11244
2698777,genus,Orthopneumovirus,1868215
2698777,no rank,unclassified Orthopneumovirus,2698776
2698777,species,Orthopneumovirus sp.,2698777
40058,class,Resentoviricetes,2732459
40058,order,Reovirales,2732541
40058,family,Reoviridae,10880
40058,subfamily,Sedoreovirinae,689832
40058,genus,Orbivirus,10892
40058,species,Orungo virus,40058
114424,class,Tectiliviricetes,2732529
114424,order,Rowavirales,2732559
114424,family,Adenoviridae,10508
114424,genus,Mastadenovirus,10509
114424,species,Ovine mastadenovirus A,114424
1934101,class,Ellioviricetes,2497576
1934101,order,Bunyavirales,1980410
1934101,family,Peribunyaviridae,1980416
1934101,genus,Orthobunyavirus,11572
1934101,species,Patois orthobunyavirus,1934101
1857251,class,Pisoniviricetes,2732506
1857251,order,Picornavirales,464095
1857251,no rank,unclassified Picornavirales,675074
1857251,species,Pearces Creek picornavirus,1857251
2560627,class,Ellioviricetes,2497576
2560627,order,Bunyavirales,1980410
2560627,family,Peribunyaviridae,1980416
2560627,genus,Orthobunyavirus,11572
2560627,species,Peaton orthobunyavirus,2560627
2170082,class,Flasuviricetes,2732462
2170082,order,Amarillovirales,2732545
2170082,family,Flaviviridae,11050
2170082,genus,Pestivirus,11095
2170082,species,Pestivirus C,2170082
155905,class,Flasuviricetes,2732462
155905,order,Amarillovirales,2732545
155905,family,Flaviviridae,11050
155905,genus,Pestivirus,11095
155905,no rank,unclassified Pestivirus,63426
155905,species,Pestivirus Giraffe-1,155905
2170088,class,Flasuviricetes,2732462
2170088,order,Amarillovirales,2732545
2170088,family,Flaviviridae,11050
2170088,genus,Pestivirus,11095
2170088,species,Pestivirus I,2170088
1505640,class,Flasuviricetes,2732462
1505640,order,Amarillovirales,2732545
1505640,family,Flaviviridae,11050
1505640,genus,Pestivirus,11095
1505640,no rank,unclassified Pestivirus,63426
1505640,species,Pestivirus sp. TCO-2014,1505640
1350483,class,Duplopiviricetes,2732505
1350483,order,Durnavirales,2732549
1350483,family,Picobirnaviridae,585893
1350483,genus,Picobirnavirus,104394
1350483,no rank,unclassified Picobirnavirus,573164
1350483,species,Picobirnavirus CHN49-like,1350483
1735587,class,Duplopiviricetes,2732505
1735587,order,Durnavirales,2732549
1735587,family,Picobirnaviridae,585893
1735587,genus,Picobirnavirus,104394
1735587,no rank,unclassified Picobirnavirus,573164
1735587,species,Picobirnavirus GI/PBV/bovine/BRA/PBV18_PR/2014,1735587
1307517,class,Duplopiviricetes,2732505
1307517,order,Durnavirales,2732549
1307517,family,Picobirnaviridae,585893
1307517,genus,Picobirnavirus,104394
1307517,no rank,unclassified Picobirnavirus,573164
1307517,species,Picobirnavirus GI/PBV/Bovine/India/HP/2012 H2 (col 3),1307517
1307518,class,Duplopiviricetes,2732505
1307518,order,Durnavirales,2732549
1307518,family,Picobirnaviridae,585893
1307518,genus,Picobirnavirus,104394
1307518,no rank,unclassified Picobirnavirus,573164
1307518,species,Picobirnavirus GI/PBV/Bovine/India/HP/2012 H2 (col 7),1307518
1307519,class,Duplopiviricetes,2732505
1307519,order,Durnavirales,2732549
1307519,family,Picobirnaviridae,585893
1307519,genus,Picobirnavirus,104394
1307519,no rank,unclassified Picobirnavirus,573164
1307519,species,Picobirnavirus GI/PBV/Bovine/India/HP/2012 H2 (col 8),1307519
1307520,class,Duplopiviricetes,2732505
1307520,order,Durnavirales,2732549
1307520,family,Picobirnaviridae,585893
1307520,genus,Picobirnavirus,104394
1307520,no rank,unclassified Picobirnavirus,573164
1307520,species,Picobirnavirus GI/PBV/Bovine/India/HP/2012 H7,1307520
1307521,class,Duplopiviricetes,2732505
1307521,order,Durnavirales,2732549
1307521,family,Picobirnaviridae,585893
1307521,genus,Picobirnavirus,104394
1307521,no rank,unclassified Picobirnavirus,573164
1307521,species,Picobirnavirus GI/PBV/Bovine/India/HP/2012 H7 (272p),1307521
1307522,class,Duplopiviricetes,2732505
1307522,order,Durnavirales,2732549
1307522,family,Picobirnaviridae,585893
1307522,genus,Picobirnavirus,104394
1307522,no rank,unclassified Picobirnavirus,573164
1307522,species,Picobirnavirus GI/PBV/Bovine/India/MH/2011 B18,1307522
1307523,class,Duplopiviricetes,2732505
1307523,order,Durnavirales,2732549
1307523,family,Picobirnaviridae,585893
1307523,genus,Picobirnavirus,104394
1307523,no rank,unclassified Picobirnavirus,573164
1307523,species,Picobirnavirus GI/PBV/Bovine/India/PTN/2009 P2,1307523
1307524,class,Duplopiviricetes,2732505
1307524,order,Durnavirales,2732549
1307524,family,Picobirnaviridae,585893
1307524,genus,Picobirnavirus,104394
1307524,no rank,unclassified Picobirnavirus,573164
1307524,species,Picobirnavirus GI/PBVBovine/India/PTN/2011 P120,1307524
1307525,class,Duplopiviricetes,2732505
1307525,order,Durnavirales,2732549
1307525,family,Picobirnaviridae,585893
1307525,genus,Picobirnavirus,104394
1307525,no rank,unclassified Picobirnavirus,573164
1307525,species,Picobirnavirus GII/PBV/Bovine/India/HP/2012 H7,1307525
2511154,class,Arfiviricetes,2732423
2511154,order,Cirlivirales,2732536
2511154,family,Circoviridae,39724
2511154,no rank,unclassified Circoviridae,642248
2511154,species,Porcine circovirus-like agent PCVL201,2511154
2511155,class,Arfiviricetes,2732423
2511155,order,Cirlivirales,2732536
2511155,family,Circoviridae,39724
2511155,no rank,unclassified Circoviridae,642248
2511155,species,Porcine circovirus-like agent PCVL347,2511155
1506546,class,Arfiviricetes,2732423
1506546,order,Cirlivirales,2732536
1506546,family,Circoviridae,39724
1506546,genus,Circovirus,39725
1506546,no rank,unclassified Circovirus,345249
1506546,species,Porcine circovirus-like virus P1,1506546
85708,class,Arfiviricetes,2732423
85708,order,Cirlivirales,2732536
85708,family,Circoviridae,39724
85708,genus,Circovirus,39725
85708,species,Porcine circovirus 2,85708
1868221,class,Arfiviricetes,2732423
1868221,order,Cirlivirales,2732536
1868221,family,Circoviridae,39724
1868221,genus,Circovirus,39725
1868221,species,Porcine circovirus 3,1868221
1843772,no rank,root,1
1843772,superkingdom,Viruses,10239
1843772,no rank,unclassified viruses,12429
1843772,species,Porcine faeces associated circular DNA molecule-1,1843772
10891,class,Resentoviricetes,2732459
10891,order,Reovirales,2732541
10891,family,Reoviridae,10880
10891,no rank,unclassified Reoviridae,36446
10891,species,Reovirus sp.,10891
28876,class,Resentoviricetes,2732459
28876,order,Reovirales,2732541
28876,family,Reoviridae,10880
28876,subfamily,Sedoreovirinae,689832
28876,genus,Rotavirus,10912
28876,species,Rotavirus B,28876
64288,class,Flasuviricetes,2732462
64288,order,Amarillovirales,2732545
64288,family,Flaviviridae,11050
64288,genus,Flavivirus,11051
64288,species,Royal Farm virus,64288
2716994,class,Herviviricetes,2731363
2716994,order,Herpesvirales,548681
2716994,family,Herpesviridae,10292
2716994,subfamily,Gammaherpesvirinae,10374
2716994,no rank,unclassified Gammaherpesvirinae,35249
2716994,species,Ruminantia gammaherpesvirus 3,2716994
2560741,class,Ellioviricetes,2497576
2560741,order,Bunyavirales,1980410
2560741,family,Peribunyaviridae,1980416
2560741,genus,Orthobunyavirus,11572
2560741,species,Sango orthobunyavirus,2560741
159141,class,Ellioviricetes,2497576
159141,order,Bunyavirales,1980410
159141,family,Peribunyaviridae,1980416
159141,genus,Orthobunyavirus,11572
159141,species,Sathuperi orthobunyavirus,159141
2560743,class,Ellioviricetes,2497576
2560743,order,Bunyavirales,1980410
2560743,family,Peribunyaviridae,1980416
2560743,genus,Orthobunyavirus,11572
2560743,species,Schmallenberg orthobunyavirus,2560743
390157,class,Pisoniviricetes,2732506
390157,order,Picornavirales,464095
390157,family,Picornaviridae,12058
390157,genus,Senecavirus,586425
390157,species,Senecavirus A,390157
44026,class,Flasuviricetes,2732462
44026,order,Amarillovirales,2732545
44026,family,Flaviviridae,11050
44026,genus,Flavivirus,11051
44026,species,Sepik virus,44026
2004967,class,Repensiviricetes,2732424
2004967,order,Geplafuvirales,2732539
2004967,family,Genomoviridae,1910928
2004967,genus,Gemykibivirus,1941236
2004967,species,Sewage derived gemykibivirus 1,2004967
1933190,class,Ellioviricetes,2497576
1933190,order,Bunyavirales,1980410
1933190,family,Phenuiviridae,1980418
1933190,genus,Phlebovirus,11584
1933190,species,SFTS phlebovirus,1933190
159150,class,Ellioviricetes,2497576
159150,order,Bunyavirales,1980410
159150,family,Peribunyaviridae,1980416
159150,genus,Orthobunyavirus,11572
159150,species,Shamonda orthobunyavirus,159150
159148,class,Ellioviricetes,2497576
159148,order,Bunyavirales,1980410
159148,family,Peribunyaviridae,1980416
159148,genus,Orthobunyavirus,11572
159148,species,Shuni orthobunyavirus,159148
31604,class,Monjiviricetes,2497574
31604,order,Mononegavirales,11157
31604,family,Paramyxoviridae,11158
31604,subfamily,Orthoparamyxovirinae,2560076
31604,genus,Morbillivirus,11229
31604,species,Small ruminant morbillivirus,31604
1964823,no rank,root,1
1964823,superkingdom,Viruses,10239
1964823,no rank,unclassified viruses,12429
1964823,clade,Statovirus,1964815
1964823,species,Statovirus D1,1964823
10345,class,Herviviricetes,2731363
10345,order,Herpesvirales,548681
10345,family,Herpesviridae,10292
10345,subfamily,Alphaherpesvirinae,10293
10345,genus,Varicellovirus,10319
10345,species,Suid alphaherpesvirus 1,10345
2734606,class,Ellioviricetes,2497576
2734606,order,Bunyavirales,1980410
2734606,family,Phenuiviridae,1980418
2734606,genus,Uukuvirus,2734594
2734606,species,Tacheng uukuvirus,2734606
11569,class,Insthoviricetes,2497577
11569,order,Articulavirales,2499411
11569,family,Orthomyxoviridae,11308
11569,genus,Thogotovirus,35323
11569,species,Thogoto thogotovirus,11569
1972584,class,Monjiviricetes,2497574
1972584,order,Mononegavirales,11157
1972584,family,Rhabdoviridae,11270
1972584,genus,Tibrovirus,1299306
1972584,species,Tibrogargan tibrovirus,1972584
1678230,class,Ellioviricetes,2497576
1678230,order,Bunyavirales,1980410
1678230,family,Peribunyaviridae,1980416
1678230,no rank,unclassified Peribunyaviridae,39718
1678230,species,Trubanaman virus,1678230
1864484,class,Quintoviricetes,2732422
1864484,order,Piccovirales,2732534
1864484,family,Parvoviridae,10780
1864484,subfamily,Parvovirinae,40119
1864484,genus,Bocaparvovirus,1507401
1864484,species,Ungulate bocaparvovirus 6,1864484
1511889,class,Quintoviricetes,2732422
1511889,order,Piccovirales,2732534
1511889,family,Parvoviridae,10780
1511889,subfamily,Parvovirinae,40119
1511889,genus,Copiparvovirus,1511888
1511889,species,Ungulate copiparvovirus 1,1511889
1511905,class,Quintoviricetes,2732422
1511905,order,Piccovirales,2732534
1511905,family,Parvoviridae,10780
1511905,subfamily,Parvovirinae,40119
1511905,genus,Erythroparvovirus,40121
1511905,species,Ungulate erythroparvovirus 1,1511905
1428581,class,Insthoviricetes,2497577
1428581,order,Articulavirales,2499411
1428581,family,Orthomyxoviridae,11308
1428581,genus,Thogotovirus,35323
1428581,no rank,unclassified Thogotovirus,352235
1428581,species,Upolu virus,1428581
11276,class,Monjiviricetes,2497574
11276,order,Mononegavirales,11157
11276,family,Rhabdoviridae,11270
11276,genus,Vesiculovirus,11271
11276,no rank,unclassified Vesiculovirus,327822
11276,species,Vesicular stomatitis virus,11276
40067,class,Resentoviricetes,2732459
40067,order,Reovirales,2732541
40067,family,Reoviridae,10880
40067,subfamily,Sedoreovirinae,689832
40067,genus,Orbivirus,10892
40067,species,Wad Medani virus,40067
164416,class,Flasuviricetes,2732462
164416,order,Amarillovirales,2732545
164416,family,Flaviviridae,11050
164416,genus,Flavivirus,11051
164416,species,Wesselsbron virus,164416
47465,class,Resentoviricetes,2732459
47465,order,Reovirales,2732541
47465,family,Reoviridae,10880
47465,subfamily,Sedoreovirinae,689832
47465,genus,Orbivirus,10892
47465,species,Wongorr virus,47465
1513273,class,Papovaviricetes,2732421
1513273,order,Zurhausenvirales,2732533
1513273,family,Papillomaviridae,151340
1513273,subfamily,Firstpapillomavirinae,2169595
1513273,genus,Xipapillomavirus,333921
1513273,species,Xipapillomavirus 2,1513273
2170255,class,Papovaviricetes,2732421
2170255,order,Zurhausenvirales,2732533
2170255,family,Papillomaviridae,151340
2170255,subfamily,Firstpapillomavirinae,2169595
2170255,genus,Xipapillomavirus,333921
2170255,species,Xipapillomavirus 4,2170255
2720191,class,Resentoviricetes,2732459
2720191,order,Reovirales,2732541
2720191,family,Reoviridae,10880
2720191,subfamily,Sedoreovirinae,689832
2720191,genus,Orbivirus,10892
2720191,no rank,unclassified Orbivirus,40068
2720191,species,Yonaguni orbivirus,2720191
306276,class,Resentoviricetes,2732459
306276,order,Reovirales,2732541
306276,family,Reoviridae,10880
306276,subfamily,Sedoreovirinae,689832
306276,genus,Orbivirus,10892
306276,species,Yunnan orbivirus,306276
1921432,no rank,root,1
1921432,superkingdom,Viruses,10239
1921432,clade,Riboviria,2559587
1921432,genus,Papanivirus,1921431
1921432,species,Panicum papanivirus 1,1921432
146500,class,Stelpaviricetes,2732507
146500,order,Patatavirales,2732550
146500,family,Potyviridae,39729
146500,genus,Potyvirus,12195
146500,species,Watermelon mosaic virus,146500
11250,class,Monjiviricetes,2497574
11250,order,Mononegavirales,11157
11250,family,Pneumoviridae,11244
11250,genus,Orthopneumovirus,1868215
11250,species,Human orthopneumovirus,11250
2560828,class,Ellioviricetes,2497576
2560828,order,Bunyavirales,1980410
2560828,family,Peribunyaviridae,1980416
2560828,genus,Orthobunyavirus,11572
2560828,species,Utinga orthobunyavirus,2560828
40052,class,Resentoviricetes,2732459
40052,order,Reovirales,2732541
40052,family,Reoviridae,10880
40052,subfamily,Sedoreovirinae,689832
40052,genus,Orbivirus,10892
40052,species,Changuinola virus,40052
1933186,class,Ellioviricetes,2497576
1933186,order,Bunyavirales,1980410
1933186,family,Phenuiviridae,1980418
1933186,genus,Phlebovirus,11584
1933186,species,Punta Toro phlebovirus,1933186
2569586,class,Pisoniviricetes,2732506
2569586,order,Nidovirales,76804
2569586,suborder,Cornidovirineae,2499399
2569586,family,Coronaviridae,11118
2569586,subfamily,Orthocoronavirinae,2501931
2569586,genus,Gammacoronavirus,694013
2569586,no rank,unclassified Gammacoronavirus,1433214
2569586,species,Canada goose coronavirus,2569586
1548722,class,Monjiviricetes,2497574
1548722,order,Mononegavirales,11157
1548722,family,Bornaviridae,178830
1548722,genus,Orthobornavirus,186458
1548722,species,Waterbird 1 orthobornavirus,1548722
228177,class,Pokkesviricetes,2732525
228177,order,Chitovirales,2732527
228177,family,Poxviridae,10240
228177,subfamily,Chordopoxvirinae,10241
228177,genus,Avipoxvirus,10260
228177,no rank,unclassified Avipoxvirus,336487
228177,species,Hawaiian goose poxvirus,228177
172930,class,Herviviricetes,2731363
172930,order,Herpesvirales,548681
172930,family,Herpesviridae,10292
172930,subfamily,Alphaherpesvirinae,10293
172930,no rank,unclassified Alphaherpesvirinae,35247
172930,species,Gerrhosaurid herpesvirus 1,172930
172932,class,Herviviricetes,2731363
172932,order,Herpesvirales,548681
172932,family,Herpesviridae,10292
172932,subfamily,Alphaherpesvirinae,10293
172932,no rank,unclassified Alphaherpesvirinae,35247
172932,species,Gerrhosaurid herpesvirus 3,172932
1697925,class,Pisoniviricetes,2732506
1697925,order,Nidovirales,76804
1697925,suborder,Cornidovirineae,2499399
1697925,family,Coronaviridae,11118
1697925,subfamily,Orthocoronavirinae,2501931
1697925,genus,Deltacoronavirus,1159901
1697925,no rank,unclassified Deltacoronavirus,1232736
1697925,species,Deltacoronavirus B07,1697925
2781372,class,Repensiviricetes,2732424
2781372,order,Geplafuvirales,2732539
2781372,family,Genomoviridae,1910928
2781372,genus,Gemykrogvirus,1985367
2781372,no rank,unclassified Gemykrogvirus,2781371
2781372,species,bubaline-associated gemykrogvirus,2781372
202910,class,Herviviricetes,2731363
202910,order,Herpesvirales,548681
202910,family,Herpesviridae,10292
202910,subfamily,Alphaherpesvirinae,10293
202910,genus,Varicellovirus,10319
202910,species,Bubaline alphaherpesvirus 1,202910
2794928,class,Stelpaviricetes,2732507
2794928,order,Stellavirales,2732551
2794928,family,Astroviridae,39733
2794928,no rank,unclassified Astroviridae,352926
2794928,species,Buffalo astrovirus,2794928
64305,class,Flasuviricetes,2732462
64305,order,Amarillovirales,2732545
64305,family,Flaviviridae,11050
64305,genus,Flavivirus,11051
64305,species,Cacipacore virus,64305
1933274,class,Ellioviricetes,2497576
1933274,order,Bunyavirales,1980410
1933274,family,Peribunyaviridae,1980416
1933274,genus,Orthobunyavirus,11572
1933274,species,Guaroa orthobunyavirus,1933274
1907787,class,Duplopiviricetes,2732505
1907787,order,Durnavirales,2732549
1907787,family,Picobirnaviridae,585893
1907787,genus,Picobirnavirus,104394
1907787,no rank,unclassified Picobirnavirus,573164
1907787,species,Picobirnavirus sp.,1907787
611707,class,Ellioviricetes,2497576
611707,order,Bunyavirales,1980410
611707,family,Peribunyaviridae,1980416
611707,genus,Orthobunyavirus,11572
611707,species,Tacaiuma orthobunyavirus,611707
1495051,class,Stelpaviricetes,2732507
1495051,order,Stellavirales,2732551
1495051,family,Astroviridae,39733
1495051,no rank,unclassified Astroviridae,352926
1495051,species,Water buffalo astrovirus,1495051
1294112,class,Pokkesviricetes,2732525
1294112,order,Chitovirales,2732527
1294112,family,Poxviridae,10240
1294112,subfamily,Chordopoxvirinae,10241
1294112,genus,Avipoxvirus,10260
1294112,no rank,unclassified Avipoxvirus,336487
1294112,species,Avipoxvirus isolate South Korea,1294112
2489502,class,Herviviricetes,2731363
2489502,order,Herpesvirales,548681
2489502,no rank,unclassified Herpesvirales,860343
2489502,species,Bubo bubo herpesvirus,2489502
2171489,class,Herviviricetes,2731363
2171489,order,Herpesvirales,548681
2171489,family,Herpesviridae,10292
2171489,subfamily,Alphaherpesvirinae,10293
2171489,no rank,unclassified Alphaherpesvirinae,35247
2171489,species,Strigid herpesvirus 1,2171489
2220003,class,Stelpaviricetes,2732507
2220003,order,Stellavirales,2732551
2220003,family,Astroviridae,39733
2220003,no rank,unclassified Astroviridae,352926
2220003,species,Sichuan takin astrovirus,2220003
2220002,class,Pisoniviricetes,2732506
2220002,order,Picornavirales,464095
2220002,family,Picornaviridae,12058
2220002,genus,Enterovirus,12059
2220002,no rank,unclassified Enterovirus,90010
2220002,species,Sichuan takin enterovirus,2220002
1494922,class,Arfiviricetes,2732423
1494922,order,Cirlivirales,2732536
1494922,family,Circoviridae,39724
1494922,no rank,unclassified Circoviridae,642248
1494922,species,Brown toad circovirus,1494922
2282206,class,Herviviricetes,2731363
2282206,order,Herpesvirales,548681
2282206,no rank,unclassified Herpesvirales,860343
2282206,species,Bufonid herpesvirus 1,2282206
2656653,no rank,root,1
2656653,superkingdom,Viruses,10239
2656653,clade,Riboviria,2559587
2656653,no rank,unclassified Riboviria,2585030
2656653,species,Dongxihu virus,2656653
2596900,no rank,root,1
2596900,superkingdom,Viruses,10239
2596900,genus,Deltavirus,39759
2596900,no rank,unclassified Deltavirus,2364131
2596900,species,Toad HDV-like virus,2596900
2116422,class,Stelpaviricetes,2732507
2116422,order,Stellavirales,2732551
2116422,family,Astroviridae,39733
2116422,no rank,unclassified Astroviridae,352926
2116422,species,Wuhan asiatic toad astrovirus,2116422
2116482,class,Insthoviricetes,2497577
2116482,order,Articulavirales,2499411
2116482,family,Orthomyxoviridae,11308
2116482,no rank,unclassified Orthomyxoviridae,35324
2116482,species,Wuhan asiatic toad influenza virus,2116482
365613,class,Pokkesviricetes,2732525
365613,order,Chitovirales,2732527
365613,family,Poxviridae,10240
365613,subfamily,Chordopoxvirinae,10241
365613,genus,Avipoxvirus,10260
365613,no rank,unclassified Avipoxvirus,336487
365613,species,Avipoxvirus GB,365613
1047199,class,Pokkesviricetes,2732525
1047199,order,Chitovirales,2732527
1047199,family,Poxviridae,10240
1047199,subfamily,Chordopoxvirinae,10241
1047199,genus,Avipoxvirus,10260
1047199,no rank,unclassified Avipoxvirus,336487
1047199,species,Avipoxvirus ID8501092,1047199
656815,class,Pokkesviricetes,2732525
656815,order,Chitovirales,2732527
656815,family,Poxviridae,10240
656815,subfamily,Chordopoxvirinae,10241
656815,genus,Avipoxvirus,10260
656815,no rank,unclassified Avipoxvirus,336487
656815,species,Avipoxvirus isolate ID8501092,656815
365620,class,Pokkesviricetes,2732525
365620,order,Chitovirales,2732527
365620,family,Poxviridae,10240
365620,subfamily,Chordopoxvirinae,10241
365620,genus,Avipoxvirus,10260
365620,no rank,unclassified Avipoxvirus,336487
365620,species,Avipoxvirus CVL,365620
408592,class,Pokkesviricetes,2732525
408592,order,Chitovirales,2732527
408592,family,Poxviridae,10240
408592,subfamily,Chordopoxvirinae,10241
408592,genus,Avipoxvirus,10260
408592,no rank,unclassified Avipoxvirus,336487
408592,species,Avipoxvirus PA153/05,408592
690691,class,Herviviricetes,2731363
690691,order,Herpesvirales,548681
690691,family,Herpesviridae,10292
690691,subfamily,Alphaherpesvirinae,10293
690691,no rank,unclassified Alphaherpesvirinae,35247
690691,species,Common buzzard alphaherpesvirus,690691
675389,class,Monjiviricetes,2497574
675389,order,Mononegavirales,11157
675389,family,Bornaviridae,178830
675389,no rank,unclassified Bornaviridae,555864
675389,species,Avian bornavirus,675389
2115842,class,Herviviricetes,2731363
2115842,order,Herpesvirales,548681
2115842,family,Herpesviridae,10292
2115842,subfamily,Alphaherpesvirinae,10293
2115842,no rank,unclassified Alphaherpesvirinae,35247
2115842,species,Cacatuid alphaherpesvirus 1,2115842
1146873,class,Tectiliviricetes,2732529
1146873,order,Rowavirales,2732559
1146873,family,Adenoviridae,10508
1146873,genus,Mastadenovirus,10509
1146873,species,Murine mastadenovirus B,1146873
2603316,class,Tectiliviricetes,2732529
2603316,order,Rowavirales,2732559
2603316,family,Adenoviridae,10508
2603316,genus,Siadenovirus,129876
2603316,no rank,unclassified Siadenovirus,333982
2603316,species,Corella adenovirus 1,2603316
2010275,no rank,root,1
2010275,superkingdom,Viruses,10239
2010275,no rank,unclassified viruses,12429
2010275,species,Culex negev-like virus 3,2010275
1151044,class,Insthoviricetes,2497577
1151044,order,Articulavirales,2499411
1151044,family,Orthomyxoviridae,11308
1151044,no rank,unclassified Orthomyxoviridae,35324
1151044,species,Cygnet River virus,1151044
2233538,class,Tectiliviricetes,2732529
2233538,order,Rowavirales,2732559
2233538,family,Adenoviridae,10508
2233538,genus,Aviadenovirus,10552
2233538,no rank,unclassified Aviadenovirus,280050
2233538,species,Duck adenovirus 3,2233538
2726020,class,Tectiliviricetes,2732529
2726020,order,Rowavirales,2732559
2726020,family,Adenoviridae,10508
2726020,genus,Aviadenovirus,10552
2726020,no rank,unclassified Aviadenovirus,280050
2726020,species,Duck adenovirus 4,2726020
1534553,class,Tectiliviricetes,2732529
1534553,order,Rowavirales,2732559
1534553,family,Adenoviridae,10508
1534553,genus,Aviadenovirus,10552
1534553,species,Duck aviadenovirus B,1534553
1208385,class,Flasuviricetes,2732462
1208385,order,Amarillovirales,2732545
1208385,family,Flaviviridae,11050
1208385,genus,Flavivirus,11051
1208385,no rank,unclassified Flavivirus,39686
1208385,species,Duck flavivirus Anhui/2010,1208385
1941434,class,Quintoviricetes,2732422
1941434,order,Piccovirales,2732534
1941434,family,Parvoviridae,10780
1941434,subfamily,Parvovirinae,40119
1941434,no rank,unclassified Parvovirinae,207678
1941434,species,Duck parvovirus NM100,1941434
1962258,class,Quintoviricetes,2732422
1962258,order,Piccovirales,2732534
1962258,family,Parvoviridae,10780
1962258,subfamily,Parvovirinae,40119
1962258,no rank,unclassified Parvovirinae,207678
1962258,species,Duck parvovirus NM4,1962258
1922855,no rank,root,1
1922855,superkingdom,Viruses,10239
1922855,clade,Riboviria,2559587
1922855,no rank,unclassified Riboviria,2585030
1922855,no rank,unclassified RNA viruses ShiM-2016,1922348
1922855,species,Hubei chryso-like virus 1,1922855
1711931,class,Quintoviricetes,2732422
1711931,order,Piccovirales,2732534
1711931,family,Parvoviridae,10780
1711931,subfamily,Parvovirinae,40119
1711931,genus,Protoparvovirus,1506574
1711931,no rank,unclassified Protoparvovirus,1506575
1711931,species,Protoparvovirus Udayana_MDPVA,1711931
1711932,class,Quintoviricetes,2732422
1711932,order,Piccovirales,2732534
1711932,family,Parvoviridae,10780
1711932,subfamily,Parvovirinae,40119
1711932,genus,Protoparvovirus,1506574
1711932,no rank,unclassified Protoparvovirus,1506575
1711932,species,Protoparvovirus Udayana_MDPVB,1711932
2217650,no rank,root,1
2217650,superkingdom,Viruses,10239
2217650,clade,Riboviria,2559587
2217650,no rank,unclassified Riboviria,2585030
2217650,species,RNA virus sp.,2217650
10832,class,Repensiviricetes,2732424
10832,order,Geplafuvirales,2732539
10832,family,Geminiviridae,10811
10832,genus,Begomovirus,10814
10832,species,Tomato yellow leaf curl virus,10832
188333,class,Repensiviricetes,2732424
188333,order,Geplafuvirales,2732539
188333,family,Geminiviridae,10811
188333,genus,Begomovirus,10814
188333,species,Ageratum enation virus,188333
1175505,no rank,root,1
1175505,superkingdom,Viruses,10239
1175505,family,Tolecusatellitidae,1993640
1175505,genus,Betasatellite,190729
1175505,no rank,unclassified Betasatellite,2670808
1175505,species,Ageratum leaf curl betasatellite,1175505
1134390,class,Repensiviricetes,2732424
1134390,order,Geplafuvirales,2732539
1134390,family,Geminiviridae,10811
1134390,genus,Begomovirus,10814
1134390,no rank,unclassified Begomovirus,291027
1134390,species,Calendula officinalis yellow vein Lakshmangarh virus,1134390
1170666,no rank,root,1
