tax_id,name
526811,Eonycteris major
1436927,Orthogeomys dariensis
1567520,Tympanoctomys loschalchalerosorum
61882,Tympanoctomys barrerae
466162,Phyllomys lundi
92483,Massoutiera mzabi
261734,Phaner furcifer
30608,Microcebus murinus
886960,Lepilemur grewcockorum
379532,Propithecus coquereli
30609,Galago moholi
9657,Lutra lutra
272460,Mustela kathiah
36723,Mustela erminea
235207,Genetta poensis
27634,Artibeus lituratus
148089,Diphylla ecaudata
190508,Lonchophylla mordax
76837,Rhinolophus philippinensis
1548709,Rhinolophus cognatus
110940,Emballonura atrata
505943,Desmalopex leucopterus
143291,Pteropus giganteus
10183,Petromus typicus
34836,Atherurus macrourus
236481,Lagidium peruanum
490302,Isothrix negrensis
466159,Phyllomys blainvillii
466163,Phyllomys nigrispinus
108858,Dinomys branickii
873083,Ctenomys minutus
9894,Giraffa camelopardalis
204265,Galictis vittata
61455,Catopuma temminckii
427616,Neofelis diardi
32536,Acinonyx jubatus
71117,Paradoxurus hermaphroditus
235204,Genetta pardina
409049,Platyrrhinus aurarius
410852,Platyrrhinus lineatus
27660,Sturnira lilium
1001577,Lichonycteris obscura
9419,Macrotus californicus
76835,Rhinolophus euryotis
479477,Rhinolophus paradoxolophus
302408,Rhinolophus capensis
1567509,Mesocapromys angelcabrerai
989338,Propithecus perrieri
337212,Otolemur monteiri
9468,Loris tardigradus
74864,Martes flavigula
1608482,Puma yagouaroundi
61406,Leopardus colocolo
235915,Panthera leo x Panthera tigris
40224,Artibeus cinereus
409029,Glyphonycteris sylvestris
1365274,Micronycteris yatesi
409372,Miniopterus gleni
463805,Centronycteris centralis
9402,Pteropus alecto
9408,Rousettus leschenaultii
13463,Cratogeomys tylorhinus
10181,Heterocephalus glaber
63768,Ctenomys dorbignyi
61874,Ctenomys mendocinus
61877,Ctenomys opimus
752538,Cheirogaleus sibreei
122225,Eulemur sanfordi
122246,Avahi laniger
9641,Ursus sp.
244218,Mustela strigidorsa
395839,Cynogale bennetti
999941,Anoura cultrata
221088,Miniopterus tristis
2721789,Rousettus linduensis
340180,Laonastes aenigmamus
190470,Thrichomys laurenteus
78584,Lepilemur septentrionalis
300163,Loris lydekkerianus
1100834,Melogale cucphuongensis
191034,Meles anakuma
61400,Galidia elegans
1654710,Lonchophylla dekeyseri
479722,Rhinolophus osgoodi
258933,Miniopterus fraterculus
463804,Peropteryx trinitatis
59482,Saccopteryx bilineata
1091510,Eonycteris robusta
51342,Aplodontia rufa
1436928,Orthogeomys thaeleri
30619,Dactylomys dactylinus
30621,Echimys chrysurus
167953,Proechimys quadruplicatus
190473,Thrichomys pachyurus
112858,Ctenomys tucumanus
9453,Lepilemur mustelinus
71113,Lontra longicaudis
76718,Lontra felina
55048,Mustela frenata
94188,Cryptoprocta ferox
9675,Paguma larvata
94192,Hemigalus derbyanus
27644,Centurio senex
362824,Vampyressa nymphaea
337453,Rhinolophus luctus
126282,Pteropus dasymallus
1291037,Pteropus capistratus
13461,Cratogeomys gymnurus
866102,Kerodon acrobata
466158,Phyllomys brasiliensis
9463,Otolemur crassicaudatus
713925,Leopardus jacobita
594609,Dermanura incomitata
148021,Anoura geoffroyi
270783,Nyctimene aello
9407,Rousettus aegyptiacus
1936104,Hystrix crassispinis
10137,Hystrix cristata
225199,Lagidium wolffsohni
84623,Lagidium viscacia
128105,Proechimys guyannensis
2066581,Pectinator spekei
111174,Galagoides zanzibaricus
61383,Lynx canadensis
46842,Leopardus tigrinus
143320,Fossa fossana
574060,Platyrrhinus infuscus
33545,Chiroderma improvisum
27646,Chiroderma salvini
9421,Brachyphylla cavernarum
59456,Leptonycteris nivalis
148061,Lonchorhina aurita
113116,Thomomys bulbivorus
490306,Toromys grandis
30627,Mesomys hispidus
122230,Lepilemur edwardsi
55050,Ictonyx striatus
30554,Taxidea taxus
76717,Lontra canadensis
61452,Neofelis nebulosa
219105,Salanoia concolor
196701,Vampyressa brocki
77218,Rhinolophus hipposideros
221089,Miniopterus propitristis
1496128,Pteropus nitendiensis
58065,Eonycteris spelaea
490301,Dactylomys peruanus
236275,Microcebus jollyae
543560,Propithecus candidus
310934,Nycticebus javanicus
9848,Tragulus napu
470561,Galictis cuja
94184,Chrotogale owstoni
2563024,Anoura luismanueli
409032,Lophostoma carrikeri
608657,Rhinolophus maclaudi
221086,Miniopterus minor
77233,Megaerops niphanae
1496129,Pteropus mahaganus
10185,Castor fiber
297387,Cavia magna
466164,Phyllomys pattoni
10179,Heliophobius argenteocinereus
61871,Ctenomys leucodon
88124,Ctenomys flamarioni
1131379,Microcebus gerpi
68412,Moschus chrysogaster
61410,Pardofelis marmorata
40225,Artibeus concolor
249010,Balantiopteryx plicata
249012,Cormura brevirostris
1288886,Pteropus faunulus
58082,Pteropus admiralitatum
110942,Pteropus rayneri
77223,Rousettus madagascariensis
261005,Fukomys ochraceocinereus
905053,Tarsius sangirensis
1310124,Microcebus marohita
100475,Lepilemur leucopus
34825,Propithecus verreauxi
235202,Genetta victoriae
27638,Glossophaga soricina
291301,Miniopterus manavi
505845,Acerodon jubatus
143288,Cuniculus taczanowskii
30622,Makalata didelphoides
176503,Kannabateomys amblyonyx
2304070,Ctenomys famosus
112852,Ctenomys latro
42152,Dasyprocta leporina
1868482,Carlito syrichta
9477,Cephalopachus bancanus
886957,Lepilemur ahmansonorum
9465,Galago senegalensis
1088030,Naemorhedus baileyi
1088686,Gazella erlangeri
66435,Raphicerus melanotis
59531,Kobus leche
255217,Balaenoptera omurai
83653,Grampus griseus
103589,Stenella clymene
9736,Stenella longirostris
103582,Cephalorhynchus commersonii
103586,Lagenorhynchus australis
323370,Liomys irroratus
135829,Bos sauveli
331036,Bos grunniens x Bos taurus
69300,Gazella bennettii
248133,Blastocerus dichotomus
141652,Dama mesopotamica
9758,Mesoplodon carlhubbsi
103590,Stenella frontalis
48747,Orcaella brevirostris
103596,Peponocephala electra
94247,Dipodomys merriami
323374,Dipodomys nitratoides
69298,Tragelaphus spekii
1826176,Mazama chunyi
1088028,Mazama rufina
74393,Mesoplodon bowdoini
103600,Sousa chinensis
129223,Cephalophus callipygus
303930,Taurotragus derbianus
69305,Gazella saudiya
291354,Rucervus schomburgki
27602,Balaena mysticetus
323375,Dipodomys venustus
9966,Capricornis crispus
9940,Ovis aries
37174,Ovis canadensis
59523,Antidorcas marsupialis
1380314,Odocoileus pandora
74392,Hyperoodon planifrons
145410,Chaetodipus fallax
57175,Aotus nigriceps
9970,Syncerus caffer
72541,Capra cylindricornis
103594,Lagenodelphis hosei
10020,Dipodomys ordii
930289,Ctenomys sp. 'ita'
48167,Capra falconeri
1027985,Neotragus pygmaeus
397613,Mazama nana
1826178,Muntiacus atherodes
2100816,Cervus hanglu
42100,Phocoena sinus
129231,Cephalophus spadix
66440,Tragelaphus scriptus
72540,Capra caucasica
330464,Hemitragus hylocrius
69307,Gazella spekei
34892,Neophocaena phocaenoides
48742,Berardius bairdii
221698,Graphiurus ocularis
323371,Microdipodops pallidus
1705790,Bos gaurus x Bos taurus
34869,Rupicapra rupicapra
69311,Litocranius walleri
48560,Capreolus pygargus
226822,Ratufa bicolor
55145,Dryomys nitedula
38408,Perognathus amplus
43147,Aotus lemurinus
37181,Budorcas taxicolor
149089,Inia boliviensis
27614,Phocoena spinipinnis
9752,Kogia sima
103598,Sotalia fluviatilis
101676,Heteromys gaumeri
74395,Mesoplodon layardii
9906,Bos javanicus
9923,Capra aegagrus
48745,Mesoplodon bidens
82174,Pseudorca crassidens
435255,Heteromys australis
50347,Cephalophus silvicultor
9901,Bison bison
59520,Alcelaphus lichtensteini
59532,Kobus megaceros
59530,Kobus kob
59555,Redunca fulvorufula
948700,Axis kuhlii
160595,Eubalaena australis
27616,Mesoplodon europaeus
338729,Sotalia guianensis
221699,Graphiurus platyops
108144,Dipodomys elator
38665,Chaetodipus hispidus
36483,Cricetinae gen. sp.
9909,Bos primigenius
157668,Procapra przewalskii
59533,Kobus vardonii
1380339,Mazama temama
43334,Mazama americana
27606,Eubalaena glacialis
2502156,Heteromys oasicus
38671,Perognathus parvus
129222,Cephalophus adersi
69299,Cephalophus natalensis
129232,Cephalophus weynsi
346063,Bubalus carabanensis
330465,Arabitragus jayakari
1734079,Capricornis thar
37751,Gazella dorcas
57737,Axis porcinus
48708,Mesoplodon densirostris
221694,Myomimus roachi
323367,Heteromys desmarestianus
2713461,Chaetodipus durangae
30532,Dama dama
27617,Mesoplodon peruvianus
27608,Cephalorhynchus eutropia
38666,Chaetodipus intermedius
37189,Hippotragus niger
1027994,Madoqua saltiana
9962,Kobus ellipsiprymnus
1263727,Aotus zonalis
69297,Tragelaphus eurycerus
56640,Bubalus quarlesi
59540,Procapra picticaudata
1088130,Rusa timorensis
227166,Megaloceros giganteus
33556,Balaenoptera bonaerensis
52116,Tasmacetus shepherdi
37035,Cephalorhynchus hectori
103585,Delphinus tropicalis
9728,Delphinus delphis
70738,Cephalophus leucogaster
268291,Bison priscus
870457,Bos frontalis x Bos taurus
56639,Bubalus mindorensis
89462,Bubalus bubalis
69303,Gazella leptoceros
9860,Cervus elaphus
118798,Platanista gangetica
9733,Orcinus orca
103583,Cephalorhynchus heavisidii
38670,Perognathus merriami
73823,Tetracerus quadricornis
9904,Bos gaurus
469796,Ovis orientalis
561742,Naemorhedus griseus
9749,Delphinapterus leucas
52114,Mesoplodon stejnegeri
45484,Sciurillus pusillus
885258,Heteromys goldmani
129225,Cephalophus jentinki
129228,Cephalophus ogilbyi
72543,Capra nubiana
59544,Raphicerus campestris
71854,Muntiacus crinifrons
71855,Muntiacus feae
90246,Lagenorhynchus acutus
885256,Heteromys oresterus
37185,Hippotragus leucophaeus
1073286,Capricornis milneedwardsii
1194073,Naemorhedus cranbrooki
37179,Hemitragus jemlahicus
1088033,Neotragus batesi
9768,Balaenoptera borealis
9725,Inia geoffrensis
48744,Hyperoodon ampullatus
103587,Lagenorhynchus cruciger
221700,Graphiurus microtis
55147,Glirulus japonicus
38675,Perognathus flavescens
66436,Raphicerus sharpei
1454009,Inia araguaiaensis
221924,Indopacetus pacificus
9737,Stenella coeruleoalba
9739,Tursiops truncatus
103588,Lissodelphis borealis
348154,Liomys adspersus
119562,Sylvicapra grimmia
907741,Philantomba maxwellii
9902,Bison bonasus
30527,Ovis ammon
9927,Connochaetes taurinus
69306,Nanger soemmerringii
67940,Nanger dama
9771,Balaenoptera musculus
46167,Steno bredanensis
41261,Glis glis
323376,Dipodomys elephantinus
323377,Dipodomys gravipes
10019,Dipodomys panamintinus
37176,Ovibos moschatus
1027983,Dorcatragus megalotis
69308,Eudorcas thomsonii
59554,Redunca arundinum
109294,Muntiacus putaoensis
9888,Muntiacus muntjak
1088090,Rucervus eldii
302098,Eubalaena japonica
27613,Lissodelphis peronii
221696,Dryomys laniger
104298,Dipodomys ingens
38678,Chaetodipus formosus
2502162,Platacanthomys lasiurus
129229,Cephalophus rubidus
97363,Pseudoryx nghetinhensis
59528,Connochaetes gnou
9872,Odocoileus hemionus
145526,Muntiacus gongshanensis
255365,Balaenoptera brydei
38241,Globicephala macrorhynchus
53277,Eliomys quercinus
9925,Capra hircus
34865,Capricornis sumatraensis
662561,Rusa unicolor
48752,Platanista minor
74391,Berardius arnuxii
272214,Mesoplodon ginkgodens
511736,Sousa teuszii
1223622,Graphiurus kelleni
108146,Dipodomys phillipsii
50722,Dipodomys agilis
30522,Bos indicus x Bos taurus
9915,Bos indicus
59517,Alcelaphus buselaphus
9883,Hydropotes inermis
9773,Megaptera novaeangliae
9769,Balaenoptera edeni
2608848,Berardius minimus
52112,Mesoplodon hectori
74394,Mesoplodon grayi
682059,Orcaella heinsohni
37443,Perognathus flavus
39582,Propithecus sp.
129230,Cephalophus rufilatus
9917,Boselaphus tragocamelus
9943,Ovis dalli
59525,Antilope cervicapra
66433,Madoqua guentheri
323369,Liomys pictus
38672,Chaetodipus penicillatus
52407,Mazama gouazoupira
105255,Dipodomys spectabilis
108145,Dipodomys nelsoni
260988,Fukomys sp. Kasama
129227,Cephalophus nigrifrons
112503,Pseudois schaeferi
37173,Naemorhedus caudatus
59538,Pantholops hodgsonii
27591,Nanger granti
9858,Capreolus capreolus
30531,Axis axis
38673,Chaetodipus pernix
323380,Perognathus alticolus
66437,Tragelaphus angasii
201717,Myotragus balearicus
69302,Gazella gazella
9874,Odocoileus virginianus
2494278,Hyelaphus porcinus
43328,Rucervus duvaucelii
9731,Globicephala melas
348362,Liomys spectabilis
323378,Dipodomys compactus
69296,Tragelaphus buxtoni
509850,Capra walie
34871,Naemorhedus goral
63824,Ozotoceros bezoarticus
9887,Muntiacus vaginalis
1574408,Cervus canadensis
9744,Phocoenoides dalli
226821,Ratufa affinis
323373,Dipodomys insularis
304335,Bison antiquus
9945,Tragelaphus oryx
72544,Capra sibirica
59542,Pseudois nayaur
72545,Rupicapra pyrenaica
397614,Hippocamelus bisulcus
43332,Elaphurus davidianus
1479094,Ratufa macroura
57176,Aotus vociferans
97360,Cephalophus dorsalis
39411,Oryx leucoryx
59556,Redunca redunca
109295,Muntiacus rooseveltorum
1088129,Rusa alfredi
1088058,Przewalskium albirostris
52113,Mesoplodon mirus
37293,Aotus nancymaae
37186,Hippotragus equinus
30520,Bos frontalis
56194,Ovis nivicola
90247,Lagenorhynchus obliquidens
10017,Dipodomys californicus
10018,Dipodomys heermanni
687455,Typhlomys cinereus
9947,Tragelaphus imberbis
66442,Neotragus moschatus
109296,Muntiacus vuquangensis
9770,Balaenoptera physalus
30521,Bos grunniens
2664340,Capricornis rubidus
1088059,Pudu mephistophiles
103584,Delphinus capensis
221682,Graphiurus lorraineus
323379,Dipodomys stephensi
34866,Capricornis swinhoei
66444,Oreotragus oreotragus
59536,Ourebia ourebi
9863,Cervus nippon
27604,Caperea marginata
9767,Balaenoptera acutorostrata
34890,Phocoena dioptrica
284671,Dipodomys deserti
930286,Ctenomys sp. 'llathu'
9464,Galago sp.
9897,Aepyceros melampus
69301,Gazella cuvieri
999462,Alces americanus
9755,Physeter catodon
9505,Aotus trivirgatus
59534,Oryx dammah
66434,Madoqua kirkii
397615,Mazama bororo
9735,Stenella attenuata
221695,Eliomys melanurus
348155,Liomys salvini
9946,Tragelaphus strepsiceros
9852,Alces alces
1826171,Rusa marianna
752193,Chaetodipus dalquesti
129226,Cephalophus niger
129233,Cephalophus zebra
80419,Capra pyrenaica
9764,Eschrichtius robustus
48723,Pontoporia blainvillei
9760,Ziphius cavirostris
348153,Heteromys anomalus
9913,Bos taurus
40151,Monodon monoceros
27611,Lagenorhynchus obscurus
38409,Perognathus inornatus
27596,Bubalus depressicornis
1229624,Gazella arabica
71859,Muntiacus truongsonensis
118797,Lipotes vexillifer
79784,Tursiops aduncus
51346,Graphiurus murinus
323382,Dipodomys simulans
129224,Cephalophus harveyi
907742,Philantomba monticola
9899,Ammotragus lervia
59896,Ovis vignei
9929,Damaliscus lunatus
59519,Alcelaphus caama
371035,Hippocamelus antisensis
109298,Elaphodus cephalophus
9886,Muntiacus reevesi
27610,Lagenorhynchus albirostris
69304,Eudorcas rufifrons
59552,Pelea capreolus
189058,Neophocaena asiaeorientalis
27615,Kogia breviceps
1086039,Tursiops australis
94248,Dipodomys microps
38677,Perognathus fasciatus
30591,Aotus azarai
72004,Bos mutus
72542,Capra ibex
34873,Oreamnos americanus
59529,Gazella subgutturosa
103592,Feresa attenuata
1639871,Ratufa indica
9958,Oryx gazella
1826177,Mazama bricenii
9870,Rangifer tarandus
435256,Heteromys nelsoni
38669,Perognathus longimembris
297284,Bos taurus x Bison bison
9742,Phocoena phocoena
108149,Microdipodops megacephalus
1655506,Hyosciurus ileile
226680,Funisciurus pyrropus
10007,Sciurus aberti
100949,Belomys pearsonii
55152,Pteromys volans
226813,Iomys horsfieldi
1028753,Nannospalax ceyhanus
337582,Hylomyscus aeta
121567,Lemniscomys striatus
1093792,Otomys burtoni
1093795,Otomys orestes
472763,Rattus steini
187268,Pseudomys australis
442615,Pseudomys occidentalis
768346,Apomys camiguinensis
36797,Melomys cervinipes
2716768,Taeromys punicans
410301,Gerbilliscus kempi
298885,Meriones rex
1267393,Eolagurus przewalskii
100894,Microtus abbreviatus
29092,Microtus agrestis
565117,Myodes rex
399232,Prometheomys schaposchnikowi
85953,Dicrostonyx groenlandicus
329624,Mesocricetus newtoni
10036,Mesocricetus auratus
912593,Neotoma angustapalata
89126,Scapteromys tumidus
134745,Sigmodon toltecus
29129,Rhipidomys leucodactylus
9489,Leontocebus nigricollis
182256,Alouatta guariba
226678,Funambulus palmarum
99825,Cynomys leucurus
123787,Tamias merriami
123796,Tamias townsendii
1392512,Cannomys badius
485439,Myomyscus yemeni
89457,Stenocephalemys griseicauda
2683849,Bunomys fratrorum
214934,Apodemus wardi
2683857,Lenomys meyeri
121575,Pelomys campanae
442602,Pseudohydromys ellermani
498361,Grammomys poensis
1564266,Gerbillus amoenus
107284,Eliurus minor
98318,Synaptomys borealis
663699,Lemmiscus curtatus
577681,Eothenomys chinensis
870526,Eothenomys inez
44234,Reithrodontomys megalotis
38668,Onychomys leucogaster
409023,Peromyscus gymnotis
322711,Habromys lepturus
56319,Habromys lophurus
218787,Holochilus chacarius
10087,Akodon mimus
2591156,Oligoryzomys aff. microtis MN76197
461416,Rhipidomys scandens
58710,Leontopithecus chrysopygus
2592807,Mico marcai
867366,Sapajus nigritus
1620832,Sundasciurus jentinki
1620831,Sundasciurus hoogstraali
693658,Funambulus layardi
226875,Sciurus variegatoides
226841,Syntheosciurus brochus
99842,Callospermophilus madrensis
99856,Spermophilus relictus
45468,Tamias minimus
489448,Sicista betulina
1078408,Stylodipus andrewsi
1159791,Praomys derooi
485423,Bunomys chrysocomus
1890067,Thamnomys kempi
2716765,Niviventer lepturus
1416742,Aethomys hindei
2716770,Margaretamys parvus
1392620,Margaretamys elegans
1330388,Phloeomys pallidus
410828,Lophuromys woosnami
537921,Myodes centralis
414442,Peromyscus ochraventer
241142,Abrothrix jelskii
29101,Akodon toba
89133,Thaptomys nigrita
1812819,Neusticomys vossi
37020,Oryzomys palustris
1812038,Plecturocebus miltoni
30592,Cheracebus torquatus
226548,Exilisciurus concinnus
254708,Hylopetes spadiceus
135717,Petaurista elegans
34862,Otospermophilus beecheyi
99846,Ictidomys parvidens
1041415,Salpingotus kozlovi
1651967,Sicista severtzovi
491876,Melasmothrix naso
1093794,Otomys jacksoni
10122,Rattus villosissimus
238005,Apomys insignis
442595,Paramelomys platyops
485426,Millardia kathleenae
298887,Meriones crassus
234629,Dendromus mesomelas
37438,Malacothrix typica
269650,Chionomys roberti
230081,Neotomodon alstoni
97208,Peromyscus gratus
511843,Nephelomys keaysi
10070,Akodon aerosus
10077,Akodon subfuscus
221579,Rhagomys rufescens
48008,Oligoryzomys microtis
1157041,Sigmodontomys aphrastus
1630328,Cerradomys vivoi
1812036,Plecturocebus bernhardi
1473560,Sciurus gilvigularis
327506,Xerus princeps
99827,Cynomys parvidens
93161,Marmota camtschatica
202006,Tamias speciosus
570414,Rattus macleari
238007,Apomys musculus
425032,Niviventer andersoni
60746,Acomys russatus
723805,Meriones tristrami
107266,Macrotarsomys bastardi
1890211,Dendromus nikolausi
105150,Neotoma micropus
89124,Nesoryzomys fernandinae
48012,Oecomys roberti
59937,Phyllotis magister
48006,Euryoryzomys macconnelli
2565306,Lagothrix tschudii
767356,Lagothrix poeppigii
52808,Menetes berdmorei
1620839,Sundasciurus tenuis
226815,Petaurillus kinlochii
99871,Spermophilopsis leptodactylus
1652696,Sicista napaea
1159790,Hylomyscus grandis
1268277,Saxatilomys paulinae
121565,Lemniscomys macculus
2716778,Eropeplus canus
89458,Stenocephalemys albocaudata
10115,Rattus leucopus
442608,Pseudomys fieldi
61837,Apodemus argenteus
907925,Maxomys wattsi
121573,Rhabdomys pumilio
121583,Millardia meltada
1157628,Cricetomys ansorgei
266836,Microtus thomasi
39086,Ellobius lutescens
1515608,Cricetulus kamensis
42410,Peromyscus eremicus
97206,Peromyscus attwateri
29095,Akodon azarae
530172,Handleyomys rostratus
162310,Calomys tener
2591155,Oligoryzomys aff. microtis MN76227
132258,Cerradomys marinhus
1003295,Otonyctomys hatti
122388,Leontocebus tripartitus
356665,Saguinus niger
1655507,Prosciurillus abstrusus
64677,Callosciurus erythraeus
45487,Ammospermophilus harrisii
234639,Heliosciurus undulatus
1385376,Salpingotus crassicauda
1652691,Allactaga balikunica
1041418,Jaculus blanfordi
2502159,Tachyoryctes daemon
83761,Sundamys muelleri
1465659,Muriculus imberbis
51373,Nesokia indica
121576,Pelomys fallax
491861,Grammomys surdaster
298896,Desmodillus auricularis
107268,Steatomys parvus
905038,Microtus brachycercus
1343853,Cansumys canus
97216,Peromyscus polius
1353928,Wiedomys cerradensis
1499506,Handleyomys guerrerensis
59941,Phyllotis xanthopygus
42415,Sigmodon hispidus
59933,Auliscomys sublimis
66265,Saimiri ustus
70928,Saimiri oerstedii
123789,Tamias palmeri
248796,Hylomyscus denniae
1036333,Srilankamys ohiensis
332668,Oenomys hypoxanthus
1116255,Praomys morio
69077,Rattus andamanensis
35732,Rattus tanezumi
1795474,Tateomys macrocercus
1078246,Melomys leucogaster
907927,Maxomys ochraceiventer
425033,Niviventer eha
253247,Aethomys kaiseri
1116356,Lophuromys ansorgei
323362,Psammomys vexillaris
411108,Gerbilliscus vicinus
41264,Gerbilliscus gambianus
10034,Cricetus cricetus
38679,Onychomys arenicola
230082,Peromyscus zarhynchus
2024399,Peromyscus avius
29102,Akodon urichi
10078,Akodon torques
48011,Oecomys bicolor
2591168,Oligoryzomys aff. microtis MN76192
863429,Rhipidomys gardneri
241144,Euneomys chinchilloides
1002723,Tylomys watsoni
1934190,Hoolock tianxing
27679,Saimiri boliviensis
867333,Callicebus coimbrai
867334,Callicebus nigrifrons
1861702,Callicebus ornatus
9525,Chiropotes satanas
121123,Alouatta sara
1655510,Prosciurillus weberi
41265,Hylomyscus stella
83759,Berylmys bowersi
472710,Lemniscomys griselda
61159,Lemniscomys bellieri
119565,Praomys delectorum
10127,Conilurus penicillatus
105296,Apodemus speciosus
41268,Mastomys erythroleucus
121581,Mylomys dybowskii
121587,Desmomys harringtoni
2060316,Halmaheramys wallacei
504102,Brachiones przewalskii
856705,Gerbillus latastei
89379,Hypogeomys antimena
10085,Cricetomys gambianus
1392804,Steatomys krebsii
1276134,Arvicola scherman
98316,Alticola macrotis
798166,Neodon irene
1454020,Neotoma nelsoni
1609091,Wilfredomys oenax
56234,Reithrodon auritus
56227,Nyctomys sumichrasti
2502160,Tylomys tumbalensis
2592805,Mico intermedius
30596,Cacajao calvus
1655508,Prosciurillus leucomus
127500,Callosciurus finlaysonii
234670,Paraxerus ochraceus
1235483,Funisciurus anerythrus
1160807,Sciurus oculatus
1473561,Hadrosciurus igniventris
100947,Petinomys setosus
254710,Petaurista yunanensis
226811,Eoglaucomys fimbriatus
99831,Notocitellus annulatus
93158,Marmota bobak
123797,Tamias umbrinus
98661,Zapus trinotatus
1041408,Pygeretmus pumilio
1208730,Allactaga williamsi
48868,Jaculus orientalis
35739,Eremodipus lichtensteini
30638,Nannospalax leucodon
83756,Leopoldamys edwardsi
485440,Stenocephalemys albipes
349711,Rattus praetor
472760,Rattus lutreolus
36796,Melomys burtoni
69083,Niviventer cremoriventer
1392554,Lophuromys zena
298894,Pachyuromys duprasi
122953,Saccostomus campestris
1449541,Lasiopodomys gregalis
111840,Microtus richardsoni
82466,Myodes andersoni
399230,Neodon leucurus
319463,Reithrodontomys spectabilis
42409,Neotoma floridana
573592,Abrothrix hershkovitzi
89132,Wilfredomys pictipes
329888,Aepeomys lugens
1743010,Phyllotis haggardi
29106,Calomys lepidus
29115,Lenoxus apicalis
89112,Thomasomys oreas
77231,Epomops franqueti
461710,Tamiops mcclellandii
43179,Ictidomys tridecemlineatus
160400,Zapus hudsonius
485437,Myomyscus brockmani
442626,Zyzomys woodwardi
69076,Rattus satarae
442611,Pseudomys higginsi
129247,Apodemus draco
907928,Maxomys rajah
71162,Hybomys univittatus
303926,Lophuromys melanonyx
109677,Calomyscus mystax
1891227,Microtus mystacinus
1477902,Alticola olchonensis
1472669,Alticola albicaudus
771787,Neodon fuscus
864060,Peromyscus grandis
397750,Habromys simulatus
132251,Delomys collinus
2304086,Tanyuromys thomasleei
29099,Akodon orophilus
1868304,Oecomys sydandersoni
327501,Phyllotis gerbillus
218825,Oligoryzomys fulvescens
57374,Leontopithecus chrysomelas
2592806,Mico leucippe
9482,Mico argentatus
202457,Plecturocebus cupreus
9510,Ateles paniscus
767357,Lagothrix cana
226681,Paraxerus alexandri
226699,Eupetaurus cinereus
99859,Spermophilus suslicus
35736,Allactodipus bobrinskii
485438,Myomyscus verreauxii
442604,Pseudomys apodemoides
932750,Apomys abrae
932763,Apomys zambalensis
100899,Microtus kikuchii
259052,Eothenomys proditor
85952,Dicrostonyx torquatus
10029,Cricetulus griseus
57104,Peromyscus hylocetes
530184,Transandinomys talamancae
29094,Abrothrix longipilis
461404,Neacomys paracou
218793,Melanomys caliginosus
29107,Calomys sorellus
29113,Irenomys tarsalis
379650,Hylaeamys acritus
9580,Hylobates lar
9490,Saguinus oedipus
198115,Alouatta macconnelli
226563,Nannosciurus melanotis
226575,Sundasciurus brookei
10009,Tamiasciurus hudsonicus
45472,Otospermophilus variegatus
1041416,Allactaga bullata
1305945,Tonkinomys daovantieni
491874,Chiropodomys gliroides
666515,Praomys minor
2683850,Rattus xanthurus
237998,Chrotomys gonzalesi
442585,Melomys capensis
442587,Melomys rufescens
442580,Mallomys aroensis
442583,Mammelomys lanosus
472711,Maxomys hellwaldii
1925727,Niviventer brahma
442594,Paramelomys levipes
2107261,Hybomys eisentrauti
298880,Gerbillus gerbillus
240584,Akodon dolores
2382073,Oecomys phaeotis
211636,Scolomys melanops
492279,Oligoryzomys eliurus
241101,Bibimys chacoensis
9586,Nomascus siki
280160,Chiropotes utahickae
1473544,Sciurus flammifer
1357737,Sciurus deppei
254707,Hylopetes nigripes
99867,Urocitellus undulatus
30637,Nannospalax ehrenbergi
472707,Micaelamys namaquensis
83754,Rattus moluccarius
442570,Crossomys moncktoni
1890048,Aethomys nyikae
70341,Arvicanthis nairobae
298882,Gerbillus pyramidum
107287,Eliurus webbi
1392542,Dendromus insignis
484902,Microtus limnophilus
1472670,Alticola montosa
1472668,Alticola lemminus
400186,Alticola strelzowi
89150,Reithrodontomys mexicanus
37440,Osgoodomys banderanus
530180,Sooretamys angouya
530183,Transandinomys bolivaris
430900,Abrothrix markhami
29098,Abrothrix olivaceus
478562,Aegialomys xanthaeolus
89097,Eligmodontia morgani
118862,Eligmodontia puerulus
561259,Neacomys dubosti
2591164,Oligoryzomys aff. microtis MN76200
866550,Rhipidomys tribei
1112861,Sapajus flavius
1898387,Epomophorus anselli
226546,Dremomys rufigenis
511841,Hadrosciurus spadiceus
226697,Aeromys tephromelas
99844,Ictidomys mexicanus
9995,Marmota monax
99835,Urocitellus beldingi
1208728,Allactaga euphratica
2170709,Tachyoryctes macrocephalus
83755,Rattus tiomanicus
2716769,Rattus timorensis
2739837,Rattus korinchi
238006,Apomys microdon
1595964,Apomys sacobianus
442586,Melomys rubicola
160448,Hydromys chrysogaster
1003209,Maxomys moi
349710,Niviventer rapit
1100085,Gerbillus occiduus
56239,Mystromys albicaudatus
107265,Cricetomys emini
259050,Eothenomys custos
1073271,Neodon linzhiensis
10030,Cricetulus longicaudatus
109678,Phodopus roborovskii
129430,Reithrodontomys humulis
56317,Peromyscus mexicanus
218800,Nesoryzomys swarthi
10072,Akodon boliviensis
362074,Chelemys megalonyx
2591160,Oligoryzomys aff. microtis MN76209
2591169,Oligoryzomys aff. microtis MN76212
218824,Oligoryzomys flavescens
511842,Oxymycterus inca
1258729,Punomys kofordi
1718143,Abrawayaomys chebezi
