Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,VirusFlagContaminant,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,NCBIAccession,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay,VirusIntermediate
macaca nemestrina,macacine alphaherpesvirus 1,105273,10325,TRUE,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca nemestrina,"Macacus brachyurus, Macaca broca, Simia carpolegus, Simia fusca, Macaca libidinosus, Simia longicruris, Pithecus maimon, Simia platypygos, Macaca nemestrina nucifera",simplexvirus,herpesviridae,herpesvirales,herviviricetes,Macacine herpesvirus 1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,8,1,Macacine herpesvirus 1
pan troglodytes,gorilla lymphocryptovirus 1,105273,137878,TRUE,TRUE,pan,hominidae,primates,mammalia,Pan troglodytes,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Gorilla lymphocryptovirus 1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,8,1,Gorilla lymphocryptovirus 1
pteropus giganteus,bat adenovirus 1,105273,2711011,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,Bat adenovirus -1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692430,2021,3,9,2009,8,1,Bat adenovirus -1
pteropus giganteus,predict_adv-11,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-11,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692427,2021,3,9,2009,8,1,PREDICT_AdV-11
pteropus giganteus,predict_adv-5,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-5,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692421,2021,3,9,2009,8,1,PREDICT_AdV-5
pteropus giganteus,predict_adv-8,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-8,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692424,2021,3,9,2009,8,1,PREDICT_AdV-8
pteropus giganteus,coronavirus pgcov-2,105273,64320,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-17,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692416,2021,3,9,2009,8,1,PREDICT_CoV-17
pteropus giganteus,predict_hv-1,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692446,2021,3,9,2009,8,1,PREDICT_HV-1
pteropus giganteus,predict_hv-10,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-10,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692441,2021,3,9,2009,8,1,PREDICT_HV-10
pteropus giganteus,predict_hv-11,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-11,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692440,2021,3,9,2009,8,1,PREDICT_HV-11
pteropus giganteus,predict_hv-12,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-12,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692438,2021,3,9,2009,8,1,PREDICT_HV-12
pteropus giganteus,predict_hv-13,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-13,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692439,2021,3,9,2009,8,1,PREDICT_HV-13
pteropus giganteus,predict_hv-3,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-3,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692450,2021,3,9,2009,8,1,PREDICT_HV-3
pteropus giganteus,predict_hv-4,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-4,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692445,2021,3,9,2009,8,1,PREDICT_HV-4
pteropus giganteus,predict_hv-7,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-7,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692443,2021,3,9,2009,8,1,PREDICT_HV-7
pteropus giganteus,predict_hv-8,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-8,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692444,2021,3,9,2009,8,1,PREDICT_HV-8
pteropus giganteus,paramyxovirus pgpmv-6,105273,64320,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-6,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692408,2021,3,9,2009,8,1,PREDICT_PMV-6
pteropus giganteus,paramyxovirus pgpmv-9,105273,64320,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-9,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692411,2021,3,9,2009,8,1,PREDICT_PMV-9
pteropus giganteus,polyomavirus pgpyv-1,105273,64320,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692400,2021,3,9,2009,8,1,PREDICT_PyV-1
pteropus giganteus,polyomavirus pgpyv-2,105273,64320,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-2,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KC692401, KC692402",2021,3,9,2009,8,1,PREDICT_PyV-2
pteropus giganteus,bat adenovirus 1,105273,2711011,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,strain of Bat adenovirus -1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692429,2021,3,9,2009,8,1,Bat adenovirus -1
anoura caudifer,coronavirus predict cov-12,105273,64320,TRUE,TRUE,anoura,phyllostomidae,chiroptera,mammalia,Anoura caudifer,"Anoura caudifera, Glossophaga caudifer",alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-12,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KX285055, KX285788, KX285797, KX285053",2021,3,9,2009,9,1,PREDICT_CoV-12
carollia perspicillata,hantavirus hantav-1,105273,64320,TRUE,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia perspicillata,"Vespertilio perspicillata, Vespertilio perspicillatus",orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,PREDICT_HantaV-1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX442793,2021,3,9,2009,9,1,PREDICT_HantaV-1
carollia perspicillata,alphacoronavirus trinidad/1fy2ba/2007,105273,64320,TRUE,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia perspicillata,"Vespertilio perspicillata, Vespertilio perspicillatus",alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Trinidad/1FY2BA/2007,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KX285056, KX285057, KX285790, KX285792",2021,3,9,2009,9,1,Trinidad/1FY2BA/2007
glossophaga soricina,coronavirus predict cov-13,105273,64320,TRUE,TRUE,glossophaga,phyllostomidae,chiroptera,mammalia,Glossophaga soricina,"Vespertilio soricinus, Glossophaga soricina soricina",alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-13,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KX285058, KX285791",2021,3,9,2009,9,1,PREDICT_CoV-13
hipposideros commersoni,adenovirus predict_adv-40,105273,64320,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros commersoni,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-40,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325810,2021,3,9,2009,9,1,PREDICT_AdV-40
hipposideros commersoni,adenovirus predict_adv-41,105273,64320,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros commersoni,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-41,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325809,2021,3,9,2009,9,1,PREDICT_AdV-41
lichonycteris obscura,coronavirus predict cov-13,105273,64320,TRUE,TRUE,lichonycteris,phyllostomidae,chiroptera,mammalia,Lichonycteris obscura,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-13,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KX285054, KX285789",2021,3,9,2009,9,1,PREDICT_CoV-13
macaca fascicularis,macacine alphaherpesvirus 1,105273,10325,TRUE,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca fascicularis,NA,simplexvirus,herpesviridae,herpesvirales,herviviricetes,Macacine herpesvirus 1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,9,1,Macacine herpesvirus 1
pan troglodytes,gorilla lymphocryptovirus 1,105273,137878,TRUE,TRUE,pan,hominidae,primates,mammalia,Pan troglodytes,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Gorilla lymphocryptovirus 1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,9,1,Gorilla lymphocryptovirus 1
anoura caudifer,adenovirus predict_adv-16,105273,64320,TRUE,TRUE,anoura,phyllostomidae,chiroptera,mammalia,Anoura caudifer,"Anoura caudifera, Glossophaga caudifer",NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-16,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK325773, MK325770",2021,3,9,2009,10,1,PREDICT_AdV-16
anoura caudifer,predict_mastv-9,105273,NA,TRUE,FALSE,anoura,phyllostomidae,chiroptera,mammalia,Anoura caudifer,"Anoura caudifera, Glossophaga caudifer",mamastrovirus,astroviridae,stellavirales,stelpaviricetes,PREDICT_MAstV-9,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KY054436,2021,3,9,2009,10,1,PREDICT_MAstV-9
carollia perspicillata,adenovirus predict_adv-16,105273,64320,TRUE,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia perspicillata,"Vespertilio perspicillata, Vespertilio perspicillatus",NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-16,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK325774, MK325772",2021,3,9,2009,10,1,PREDICT_AdV-16
carollia perspicillata,hantavirus hantav-1,105273,64320,TRUE,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia perspicillata,"Vespertilio perspicillata, Vespertilio perspicillatus",orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,PREDICT_HantaV-1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX442794,2021,3,9,2009,10,1,PREDICT_HantaV-1
carollia perspicillata,predict_mastv-9,105273,NA,TRUE,FALSE,carollia,phyllostomidae,chiroptera,mammalia,Carollia perspicillata,"Vespertilio perspicillata, Vespertilio perspicillatus",mamastrovirus,astroviridae,stellavirales,stelpaviricetes,PREDICT_MAstV-9,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KY054437, KY054438, KY054439",2021,3,9,2009,10,1,PREDICT_MAstV-9
epomops franqueti,adenovirus predict_adv-28,105273,64320,TRUE,TRUE,epomops,pteropodidae,chiroptera,mammalia,Epomops franqueti,Epomophorus franqueti,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-28,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325811,2021,3,9,2009,10,1,PREDICT_AdV-28
glossophaga soricina,adenovirus predict_adv-16,105273,64320,TRUE,TRUE,glossophaga,phyllostomidae,chiroptera,mammalia,Glossophaga soricina,"Vespertilio soricinus, Glossophaga soricina soricina",NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-16,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325771,2021,3,9,2009,10,1,PREDICT_AdV-16
hipposideros caffer,predict_pyv-11,105273,NA,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,"Rhinolophus caffer, Phyllorhina angolensis, Hipposideros nanus, Hipposideros caffer caffer, Hipposideros caffer angolensis, Hipposideros caffer nanus",NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-11,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,10,1,PREDICT_PyV-11
hipposideros caffer,predict_pyv-14,105273,NA,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,"Rhinolophus caffer, Phyllorhina angolensis, Hipposideros nanus, Hipposideros caffer caffer, Hipposideros caffer angolensis, Hipposideros caffer nanus",NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-14,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,10,1,PREDICT_PyV-14
macaca fascicularis,macacine alphaherpesvirus 1,105273,10325,TRUE,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca fascicularis,NA,simplexvirus,herpesviridae,herpesvirales,herviviricetes,Macacine herpesvirus 1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,10,1,Macacine herpesvirus 1
macaca fascicularis,predict_mastv-12,105273,NA,TRUE,FALSE,macaca,cercopithecidae,primates,mammalia,Macaca fascicularis,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,PREDICT_MAstV-12,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KY053915, KY053914",2021,3,9,2009,10,1,PREDICT_MAstV-12
macaca fascicularis,macacine herpesvirus 4/asia,105273,693997,TRUE,FALSE,macaca,cercopithecidae,primates,mammalia,Macaca fascicularis,NA,NA,herpesviridae,herpesvirales,herviviricetes,strain of Macacine herpesvirus 4/Asia,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,10,1,Macacine herpesvirus 4/Asia
macaca fascicularis,macaque foamy virus,105273,693997,TRUE,FALSE,macaca,cercopithecidae,primates,mammalia,Macaca fascicularis,NA,spumavirus,retroviridae,ortervirales,revtraviricetes,strain of Macaque Foamy virus,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,10,1,Macaque Foamy virus
macaca fascicularis,macacine alphaherpesvirus 1,105273,10325,TRUE,TRUE,macaca,cercopithecidae,primates,mammalia,Macaca fascicularis,NA,simplexvirus,herpesviridae,herpesvirales,herviviricetes,Macacine herpesvirus 1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,11,1,Macacine herpesvirus 1
pteropus giganteus,bat adenovirus 1,105273,2711011,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,Bat adenovirus -1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692430,2021,3,9,2009,11,1,Bat adenovirus -1
pteropus giganteus,predict_adv-3,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-3,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,11,1,PREDICT_AdV-3
pteropus giganteus,predict_adv-5,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-5,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,11,1,PREDICT_AdV-5
pteropus giganteus,predict_adv-7,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-7,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,11,1,PREDICT_AdV-7
pteropus giganteus,predict_adv-8,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-8,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,11,1,PREDICT_AdV-8
pteropus giganteus,coronavirus pgcov-2,105273,64320,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-17,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692416,2021,3,9,2009,11,1,PREDICT_CoV-17
pteropus giganteus,predict_hv-10,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-10,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692441,2021,3,9,2009,11,1,PREDICT_HV-10
pteropus giganteus,predict_hv-12,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-12,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692438,2021,3,9,2009,11,1,PREDICT_HV-12
pteropus giganteus,predict_hv-13,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-13,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692439,2021,3,9,2009,11,1,PREDICT_HV-13
pteropus giganteus,predict_hv-4,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-4,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692445,2021,3,9,2009,11,1,PREDICT_HV-4
pteropus giganteus,predict_hv-7,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-7,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692443,2021,3,9,2009,11,1,PREDICT_HV-7
pteropus giganteus,predict_hv-8,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-8,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692444,2021,3,9,2009,11,1,PREDICT_HV-8
pteropus giganteus,paramyxovirus pgpmv-6,105273,64320,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-6,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692408,2021,3,9,2009,11,1,PREDICT_PMV-6
pteropus giganteus,polyomavirus pgpyv-2,105273,64320,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-2,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692401,2021,3,9,2009,11,1,PREDICT_PyV-2
pteropus giganteus,bat adenovirus 1,105273,2711011,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,strain of Bat adenovirus -1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692429,2021,3,9,2009,11,1,Bat adenovirus -1
pteropus giganteus,avian coronavirus,105273,11120,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,gammacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Infectious bronchitis virus (IBV),FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692413,2021,3,9,2009,11,1,Infectious bronchitis virus
gorilla beringei,gorilla lymphocryptovirus 1,105273,137878,TRUE,TRUE,gorilla,hominidae,primates,mammalia,Gorilla beringei beringei,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Gorilla lymphocryptovirus 1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,12,1,Gorilla lymphocryptovirus 1
hypsugo musciculus,adenovirus predict_adv-33,105273,64320,TRUE,TRUE,hypsugo,vespertilionidae,chiroptera,mammalia,Hypsugo musciculus,Pipistrellus musciculus,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-33,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK325812, MK325813, MK325818",2021,3,9,2009,12,1,PREDICT_AdV-33
hypsugo musciculus,predict_pyv-18,105273,NA,TRUE,FALSE,hypsugo,vespertilionidae,chiroptera,mammalia,Hypsugo musciculus,Pipistrellus musciculus,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-18,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,12,1,PREDICT_PyV-18
lophuromys nudicaudus,adenovirus predict_adv-24,105273,64320,TRUE,TRUE,lophuromys,muridae,rodentia,mammalia,Lophuromys nudicaudus,"Lophuromys afer, Lophuromys tullbergi",NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-24,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK325816, MK325817, MK325821, MK325822",2021,3,9,2009,12,1,PREDICT_AdV-24
megaloglossus woermanni,bat mastadenovirus,105273,64320,TRUE,TRUE,megaloglossus,pteropodidae,chiroptera,mammalia,Megaloglossus woermanni,NA,mastadenovirus,adenoviridae,rowavirales,tectiliviricetes,strain of Bat adenovirus isolate 1050597,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325814,2021,3,9,2009,12,1,Bat adenovirus isolate 1050597
nycteris grandis,predict_pyv-14,105273,NA,TRUE,FALSE,nycteris,nycteridae,chiroptera,mammalia,Nycteris grandis,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-14,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,12,1,PREDICT_PyV-14
nycteris grandis,predict_pyv-20,105273,NA,TRUE,FALSE,nycteris,nycteridae,chiroptera,mammalia,Nycteris grandis,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-20,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,12,1,PREDICT_PyV-20
nycteris grandis,predict_pyv-8,105273,NA,TRUE,FALSE,nycteris,nycteridae,chiroptera,mammalia,Nycteris grandis,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-8,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,12,1,PREDICT_PyV-8
pteropus giganteus,bat adenovirus 1,105273,2711011,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,Bat adenovirus -1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KC692430, KC692430",2021,3,9,2009,12,1,Bat adenovirus -1
