Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,NCBIAccession,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay
macaca fascicularis,macacine herpesvirus 4/asia,9541,NA,TRUE,FALSE,macaca,cercopithecidae,primates,mammalia,Macaca fascicularis,NA,NA,herpesviridae,herpesvirales,NA,strain of Macacine herpesvirus 4/Asia,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2010,9,1
macaca fascicularis,macacine herpesvirus 4/asia,9541,NA,TRUE,FALSE,macaca,cercopithecidae,primates,mammalia,Macaca fascicularis,NA,NA,herpesviridae,herpesvirales,NA,strain of Macacine herpesvirus 4/Asia,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2011,7,1
cercopithecus ascanius,papiine gammaherpesvirus 1,36223,106332,TRUE,TRUE,cercopithecus,cercopithecidae,primates,mammalia,Cercopithecus ascanius,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2010,12,1
lophocebus aterrimus,papiine gammaherpesvirus 1,75566,106332,TRUE,TRUE,lophocebus,cercopithecidae,primates,mammalia,Lophocebus aterrimus,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2010,12,1
cercopithecus neglectus,papiine gammaherpesvirus 1,36227,106332,TRUE,TRUE,cercopithecus,cercopithecidae,primates,mammalia,Cercopithecus neglectus,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,3,1
cercopithecus ascanius,papiine gammaherpesvirus 1,36223,106332,TRUE,TRUE,cercopithecus,cercopithecidae,primates,mammalia,Cercopithecus ascanius,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,3,1
cercopithecus ascanius,papiine gammaherpesvirus 1,36223,106332,TRUE,TRUE,cercopithecus,cercopithecidae,primates,mammalia,Cercopithecus ascanius,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,4,1
colobus angolensis,papiine gammaherpesvirus 1,54131,106332,TRUE,TRUE,colobus,cercopithecidae,primates,mammalia,Colobus angolensis,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2012,6,1
lophocebus aterrimus,papiine gammaherpesvirus 1,75566,106332,TRUE,TRUE,lophocebus,cercopithecidae,primates,mammalia,Lophocebus aterrimus,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2011,3,1
cercopithecus neglectus,papiine gammaherpesvirus 1,36227,106332,TRUE,TRUE,cercopithecus,cercopithecidae,primates,mammalia,Cercopithecus neglectus,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2011,3,1
cercopithecus ascanius,papiine gammaherpesvirus 1,36223,106332,TRUE,TRUE,cercopithecus,cercopithecidae,primates,mammalia,Cercopithecus ascanius,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2011,3,1
NA,papiine gammaherpesvirus 1,9529,106332,TRUE,TRUE,cercocebus,cercopithecidae,primates,mammalia,Cercocebus sp.,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2012,4,1
allenopithecus nigroviridis,papiine gammaherpesvirus 1,54135,106332,TRUE,TRUE,allenopithecus,cercopithecidae,primates,mammalia,Allenopithecus nigroviridis,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2012,11,1
cercopithecus wolfi,papiine gammaherpesvirus 1,263448,106332,TRUE,TRUE,cercopithecus,cercopithecidae,primates,mammalia,Cercopithecus wolfi,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,1,1
papio cynocephalus,papiine gammaherpesvirus 1,9556,106332,TRUE,TRUE,papio,cercopithecidae,primates,mammalia,Papio cynocephalus,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2012,4,1
mandrillus sphinx,papiine gammaherpesvirus 1,9561,106332,TRUE,TRUE,mandrillus,cercopithecidae,primates,mammalia,Mandrillus sphinx,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2011,1,1
erythrocebus patas,papiine gammaherpesvirus 1,9538,106332,TRUE,TRUE,erythrocebus,cercopithecidae,primates,mammalia,Erythrocebus patas,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2011,1,1
papio hamadryas,papiine gammaherpesvirus 1,9557,106332,TRUE,TRUE,papio,cercopithecidae,primates,mammalia,Papio hamadryas,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2011,1,1
cercopithecus mona,papiine gammaherpesvirus 1,36226,106332,TRUE,TRUE,cercopithecus,cercopithecidae,primates,mammalia,Cercopithecus mona,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Papiine Herpesvirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2011,1,1
eothenomys cachinus,hantavirus china/yn06,259049,2558459,TRUE,TRUE,eothenomys,cricetidae,rodentia,mammalia,Eothenomys cachinus,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,China/YN06_Hantavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX442785,2021,3,9,2012,8,1
eothenomys cachinus,hantavirus china/yn06,259049,2558459,TRUE,TRUE,eothenomys,cricetidae,rodentia,mammalia,Eothenomys cachinus,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,China/YN06_Hantavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX442786,2021,3,9,2012,8,1
eothenomys cachinus,hantavirus china/yn06,259049,2558459,TRUE,TRUE,eothenomys,cricetidae,rodentia,mammalia,Eothenomys cachinus,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,China/YN06_Hantavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX442787,2021,3,9,2012,8,1
mustela sibirica,hantavirus china/yn06,36240,2558459,TRUE,TRUE,mustela,mustelidae,carnivora,mammalia,Mustela sibirica,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,China/YN06_Hantavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX442788,2021,3,9,2012,8,1
eothenomys cachinus,hantavirus china/yn06,259049,2558459,TRUE,TRUE,eothenomys,cricetidae,rodentia,mammalia,Eothenomys cachinus,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,China/YN06_Hantavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX442789,2021,3,9,2012,8,1
eothenomys cachinus,hantavirus china/yn06,259049,2558459,TRUE,TRUE,eothenomys,cricetidae,rodentia,mammalia,Eothenomys cachinus,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,China/YN06_Hantavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX442790,2021,3,9,2012,8,1
eothenomys cachinus,hantavirus china/yn06,259049,2558459,TRUE,TRUE,eothenomys,cricetidae,rodentia,mammalia,Eothenomys cachinus,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,China/YN06_Hantavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX442791,2021,3,9,2012,8,1
eothenomys cachinus,hantavirus china/yn06,259049,2558459,TRUE,TRUE,eothenomys,cricetidae,rodentia,mammalia,Eothenomys cachinus,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,China/YN06_Hantavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX442792,2021,3,9,2012,8,1
megaloglossus woermanni,eidolon bat coronavirus/kenya/ky24/2006,58073,983924,TRUE,TRUE,megaloglossus,pteropodidae,chiroptera,mammalia,Megaloglossus woermanni,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286300,2021,3,9,2013,12,1
megaloglossus woermanni,eidolon bat coronavirus/kenya/ky24/2006,58073,983924,TRUE,TRUE,megaloglossus,pteropodidae,chiroptera,mammalia,Megaloglossus woermanni,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286296,2021,3,9,2013,12,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286273,2021,3,9,2014,3,1
epomops franqueti,eidolon bat coronavirus/kenya/ky24/2006,77231,983924,TRUE,TRUE,epomops,pteropodidae,chiroptera,mammalia,Epomops franqueti,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286274,2021,3,9,2014,3,1
epomops franqueti,eidolon bat coronavirus/kenya/ky24/2006,77231,983924,TRUE,TRUE,epomops,pteropodidae,chiroptera,mammalia,Epomops franqueti,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286275,2021,3,9,2014,3,1
epomops franqueti,eidolon bat coronavirus/kenya/ky24/2006,77231,983924,TRUE,TRUE,epomops,pteropodidae,chiroptera,mammalia,Epomops franqueti,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286276,2021,3,9,2014,3,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286277,2021,3,9,2014,3,1
epomops franqueti,eidolon bat coronavirus/kenya/ky24/2006,77231,983924,TRUE,TRUE,epomops,pteropodidae,chiroptera,mammalia,Epomops franqueti,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286278,2021,3,9,2014,3,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286279,2021,3,9,2014,3,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286280,2021,3,9,2014,3,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286281,2021,3,9,2014,3,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285859,2021,3,9,2013,9,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285860,2021,3,9,2013,9,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285861,2021,3,9,2013,9,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285862,2021,3,9,2013,9,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285863,2021,3,9,2013,9,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285864,2021,3,9,2013,9,1
chaerephon pumilus,eidolon bat coronavirus/kenya/ky24/2006,242384,983924,TRUE,TRUE,chaerephon,molossidae,chiroptera,mammalia,Chaerephon pumilus,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285353,2021,3,9,2013,4,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285398,2021,3,9,2013,4,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285399,2021,3,9,2013,4,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285400,2021,3,9,2013,4,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285868,2021,3,9,2013,4,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285869,2021,3,9,2013,4,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285870,2021,3,9,2013,4,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285871,2021,3,9,2013,4,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285872,2021,3,9,2013,4,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285888,2021,3,9,2013,4,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285889,2021,3,9,2013,4,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285890,2021,3,9,2013,4,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285891,2021,3,9,2013,4,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285990,2021,3,9,2013,4,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285969,2021,3,9,2013,8,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285970,2021,3,9,2013,8,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285971,2021,3,9,2013,8,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285972,2021,3,9,2013,8,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285973,2021,3,9,2013,8,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285974,2021,3,9,2013,8,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285975,2021,3,9,2013,8,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285976,2021,3,9,2013,8,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285977,2021,3,9,2013,8,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285978,2021,3,9,2013,8,1
eidolon helvum,eidolon bat coronavirus,77214,NA,TRUE,FALSE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,NA,coronaviridae,nidovirales,NA,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285263,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285264,2021,3,9,2013,6,1
eidolon helvum,eidolon bat coronavirus/kenya/ky24/2006,77214,983924,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285265,2021,3,9,2013,6,1
